_ds,row,sentence,word_count,char_count,comma_count,avg_word_len,has_I,has_we_our,modal_verb,opinion_verb,hedge,future_marker,conditional,subordinator,passive_voice,enumeration,pronoun_it_they,nominalization,question,imperative_start,fragment,proper_noun_density,sentiment,subjectivity
K2,486,"as described, the new designation does not clearly add to current work; and we have not thought through potential political opposition.",21,135,1,5.333333333333333,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,-0.98892504,0.010145045
K2,488,"I am continuing to work with CEQ as they identify ways to accomplish this goal, but I remain concerned that we may not have good solutions by next week.",29,152,1,4.206896551724138,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,-0.950195909,0.5574731
K2,499,"They are looking much more deeply into this because there is more data and other issues that should be  put on the table â€“ do we subtract welfare families from the numbers; should we primarily look at under 18, under 13 (CCDBG eligibility, or under 6?, etc.",47,259,3,4.191489361702128,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0.0,-0.919814587,0.3361127
K2,500,"Given the importance of this issue and our continuing involvement in it, I think its real important that we get everything on the table, discuss it and then put together talking points, position paper, or whatever to portray this in its proper light.",43,250,4,4.72093023255814,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0.0,-0.992751002,0.9978398
K2,533,"I think we do not -- we want to encourage states to develop seamless child care systems that focus on incomes, not categories.",23,126,1,4.3478260869565215,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,
K2,542,"I do also think, as I think you do, that an additional proposal here would be very helpful.",18,91,2,3.9444444444444446,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,
K2,543,I think such a proposal should focus on parents who stay home for more than 6-24 weeks.,17,87,0,3.8823529411764706,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.99694258,0.013146723
K2,544,"Thus, I would like to see something like the demonstration project idea, which would provide funds to community and religious groups (including the latter would be helpful) who provide support and assistance to stay-at-home parents, by offering parenting classes or hotlines, play groups, two hour â€œreliefâ€ or â€œemergencyâ€ child care, or which distribute materials to new parents (I though Barryâ€™s idea of promoting connections to WIC was promising).",68,459,6,5.352941176470588,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,-0.980813205,0.7438549
K2,545,In fact maybe the quality fund should have two parts 1) to promote Smart Start-like local efforts to improve the quality of formal child care and 2) to promote local efforts to assist stay-at-home parents.,35,205,0,4.6571428571428575,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.02857142857142857,,
K2,553,Such legislation should go forward without delay.,7,49,0,6.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,,
K2,590,"In my follow-up with the White House attendees at the meeting, we agree that the specific enforcement concern depends on predictions on what judges may or may not do and therefore does not sound fully compelling EXCEPT that it is impossible to ignore who is raising the concern.",48,278,1,4.75,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0.041666666666666664,-0.998691261,0.98817635
K2,600,"Given the foregoing considerations, I think that this is a very difficult issue, but I have to recommend to you that we provide guidance to SSA that the proposal should not go forward",33,183,2,4.515151515151516,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.622199118,0.42628655
K2,618,"It could be offered later as a stand-alone (or alternatively a member of Congress could offer a bill and we could support that if we chose to) so the 23rd is not magical, but SSA is feeling pressure to get back to the subcommittee Chair fairly promptly.",47,253,1,4.25531914893617,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0425531914893617,-0.962857246,0.049419645
K2,625,The straight policy call is probably that we should be able to rely upon the Department of Justice to determine the appropriate enforcement assessment and what will or won't damage prosecutions.,31,194,0,5.225806451612903,0,1,1,0,1,1,0,0,0,0,0,3,0,0,0,0.06451612903225806,,
K2,627,"However, I don't think that the policy determination can be completely divorced from an assessment of the political overlay on this issue.",22,138,1,5.181818181818182,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0.0,-0.997777045,0.05051312
K2,643,"We agreed that there is some potential in announcing that other agencies (USDA, maybe VA and others) will take advantage of SSA's big new database of prisoners to spot prisoners who are getting benefits.",34,203,1,4.852941176470588,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.980867684,0.9486554
K2,654,"Recommendation for Executive Memorandum With respect to the four agencies, identified above, with statutory requirements to suspend benefits, an Executive Memorandum on the issue should require the agencies to conduct matches within a specified period of time with the SSA database to identify ineligible recipients on benefit rosters.",48,335,3,5.916666666666667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.10416666666666667,0.852989733,0.001333295
K2,748,There are a number of key drug policy issues now percolating that would substantially benefit from discussion within the PDPC:,20,126,0,5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.985313356,0.99033654
K2,754,"Similarly, a series of other issues, including UNGASS, the Southwest border, and restructuring the counter-drug intelligence system, also would benefit from discussions within the PDPC.",25,185,5,6.16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.04,,
K2,767,Here are my comment/recs on McCaffrey's scheduling memo to the President:,11,73,0,5.454545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.971061707,0.000733663
K2,770,"However, for the President not to be disappointed, we need to make sure Rahm takes the lead in getting ONDCP to come up with some specific announcements â€“ i.e., new anti-drug ads, additional private sector partners and commitments, results from the 6-month/12-city pilot, etc.",44,278,6,4.909090909090909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545454545456,-0.990144968,0.003546121
K2,780,"If anything, we should roll this into the media campaign announcement.",11,70,1,5.2727272727272725,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0.0,-0.877848148,0.001061153
K2,810,"Thus, I think if Rahm wants to do the radio address on the directive (Leanne's working up a draft), we should think about leaking the directive on Thursday to get in the stories.",33,178,2,4.242424242424242,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.06060606060606061,0.989136934,9.83e-05
K2,976,The new language also alludes to including probationers in bullets #1 and #2 (mine and ONDCP's addition; Justice is okay though).,21,129,0,4.761904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619047619047616,,
K2,985,I'm suggesting that funds made available to states for testing/treatment be contigent on their enacting tougher penalties for smuggling drugs into prisons (equivalent to what's in the Crime Bill.,29,195,0,5.586206896551724,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.034482758620689655,-0.980953276,0.6665708
K2,986,1. Make it a condition of federal education funds â€“ or perhaps Safe & Drugfree funds â€“ that schools have an effective policy of removing disruptive students from the classroom.,30,180,0,4.7,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.1,0.722109735,0.019663576
K2,991,"We should find a way to help employers do this (either a handbook or a program), and come up with another proposal for the criminal justice system.",27,147,1,4.333333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.997297943,0.9570017
K3,113,Are you guys in favor of trying to do something like this?,12,58,0,3.8333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.858890712,0.000121058
K3,115,"It would be tough to organize something big in 2 weeks, but we could try -- Harris could help in reaching out to people.",24,120,1,3.8333333333333335,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.041666666666666664,-0.73843354,0.022724906
K3,119,The idea that we came up with was to see if we can't identify five religous organizations who will commit to a day of service to the community as a way of fostering racial reconciliations--something like that.,37,209,0,4.5675675675675675,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0.0,0.917427242,1.06e-08
K3,120,It's in the thinking stage and of course we should see how it intersects with the service summit- - ideas?,20,106,0,4.15,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,,
K3,128,"If indeed the confirmation is held up for some reason,we will have to revisit the timing of any action.",19,103,1,4.368421052631579,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0.0,0.947954535,2.37e-07
K3,137,"However, it may be worth exploring whether a way should be found to include these topics.",16,89,1,4.5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,-0.993761837,0.17091174
K3,141,"Other products related to Board meetings and Board member activity are being proposed and developed, and wc should have a separate meeting to discuss them.",25,155,1,5.16,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.08,,
K3,144,The substance of these letters would be the provision of advice to the President on matters relating to the topic of the Advisory Board meeting.,25,144,0,4.76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.12,-0.95367825,0.000359467
K3,196,The idea of having a defined minimum employer contribution certainly has some merit as it would make a significant contribution to decreasing the number of uninsured.,26,166,0,5.384615384615385,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0.0,,
K3,197,"Having said that, there are a number of political and policy issues that have to be seriously considered prior to pursuing such a proposal.",24,139,1,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.909933805,0.016834384
K3,203,Adding this proposal to the mix would no doubt create a great deal of public animosity from the employer community.,20,115,0,4.75,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.998412132,0.000128735
K3,213,The outstanding question is whether or not we want to allow payment rates to exceed what is necessary so as to ensure that these additional benefits are in place.,29,162,0,4.586206896551724,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.968503952,1.75e-05
K3,273,"The advocacy groups are getting geared-up and are wanting relief on this issue and would like for the White House, the groups and our congressional friends to have a united front in getting this ""fixed"" before Congress reconvenes.",38,230,1,4.947368421052632,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.05263157894736842,-0.81438899,2.56e-07
K3,284,"If we want to target vouchers to long-term recipients, we could do so without requiring that they be long-term recipients in the $3 billion program.",25,148,1,4.72,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,-0.967582107,0.99741924
K3,285,"Or, as illustrated in our alternative, we could let the local housing authorities propose the program linkage and the individuals to be targetted in their application for vouchers.",28,180,2,5.357142857142857,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0.0,-0.988248169,0.9463474
K3,311,We are also going to talk to NIH about getting them to focus some of their outreach/campaign dollars on minority outreach -- as they receive the vast portion of discretionary funding.,31,183,0,4.806451612903226,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,,
K3,341,"We are considering a series of options, including raising the credit rate from 50% for taxpayers with AGI of $30,000 to 20% for those with AGI above $59,000.)",28,158,3,3.857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,
K3,370,"We just need 2 days notice to  get to advisory committee members, certain reporters, and key Hill people if we want to get any decent press and not offend anyone.",30,162,2,4.266666666666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03333333333333333,,
K3,424,Perhaps Pena could go to the WH briefing room to explain the details (unless there's someone better to do it).,20,110,0,4.35,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.05,-0.999847651,0.99403363
K3,425,One issue is not resolved how to make sure the Tuskegee folks don't feel slighted.,15,82,0,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,-0.597794533,0.22923571
K3,678,OPTION A: Expanding compensation to miners should be viewed in the context of the Administration's response to ACHRE more generally.,20,132,0,5.5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0.05,-0.917696655,0.16583566
K3,703,"I recommend that you support Option A. Whatever your decision, OMB will inform key Departments to determine whether any Department wishes to request a principals meeting to discuss this issue further.",31,200,1,5.387096774193548,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0.12903225806451613,-0.933429658,0.845614
K3,708,"We feel, however, that we must object to one of the proposals.",12,62,2,4.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.986033976,0.031852856
K3,721,"Our main concern is that if this legislation is enacted, it can be anticipated that other groups will seek to be included in a similar way.",26,139,1,4.3076923076923075,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0.0,0.997652829,0.91526
K3,726,"Very importantly, expansion of the precedent for paying individuals compensation for injuries which, more likely than not, were not caused by the events triggering the compensation program is a profound policy decision.",32,219,3,5.75,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.0,-0.960143566,0.33742306
K3,727,We would draw the policy line short of providing recovery for persons who probably were not injured by the government activities involved.,22,138,0,5.2727272727272725,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0.0,,
K3,735,We believe the dangers of allowing compensation in these instances will invite many more such requests.,16,103,0,5.4375,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0,0.918554425,0.5233498
K3,737,"In administering many of these compensation programs and in generally defending the government against claims of aggrieved citizens, however, we believe that such an extension should not be proposed by the Administration.",32,221,2,5.84375,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0.0,0.997688055,0.08762297
K3,742,The bottom line is we think it is bad policy to pay taxpayer funds for a condition which is not likely caused by government conduct.,25,132,0,4.28,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.998364508,0.6973029
K3,745,"We could do a really wonderful event, with recipients and with Mandy, and announce some kind of new initiative where people who interface somehow with the federal govt.",28,168,2,4.928571428571429,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.997431576,0.014924733
K3,889,"HHS is concerned  that  in situations  where both agencies have an interest in initiating an enforcement action, DOJ will push HCFA to delay its enforcement action, since DOJ's need  to build a solid case for conviction  may not coincide  with  HCFA's  need to act swiftly when needed.",47,285,2,4.808510638297872,0,0,1,0,0,1,0,1,1,0,0,3,0,0,0,0.0,-0.925644815,0.12952226
K3,894,PROPOSED DPC POSITION Modify the DOJ proposal to limit their new enforcement authority to criminal violations and require HHS to propose new legislation providing the111 with new authority to impose civil penalties.,32,215,0,5.625,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0.03125,,
K3,900,"As a matter of perception, we believe there is a danger in housing a nursing home quality provision  jn the  crime bill.",22,120,1,4.318181818181818,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,-0.998728573,0.06760011
K3,902,We recommend pulling the nursing home provision out of the crime bill end sending it up es a stand-alone bill.,20,110,0,4.45,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,-0.999587476,0.992861
K3,907,We believe this would create significant overlap between HCFA's and DOJ's enforcement actions and could impede HCFA's actions to improve quality.,21,145,0,5.761904761904762,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.881934941,0.3453433
K3,909,We recommend that DOJ have the authority to pursue nursing homes only upon referral from HCFA or with the explicit approval of HCFA.,23,132,0,4.739130434782608,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.916925132,0.34907356
K3,910,"We believe those provisions should be included as part of the actual bill, rather than as an MOU.",18,97,1,4.333333333333333,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,
K3,913,"We believe HCFA should have primary civil authority in cases involving individual facilities, and we recommend that ives DOJ civil aut onty over individual facilities.",25,167,1,5.64,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,-0.990708113,0.99903226
K3,920,"We recommend including language stating that ""Nothing in this Act shall be construed as depriving the Secretary of Health and Human Services of any authority including enforcement authorites, under the Social Security Act, related to nursing homes. """,38,250,2,5.473684210526316,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0.18421052631578946,,
K3,923,"â€¢ Accept this compromise as is, but insert Ian ua e statin that ""Nothing in this  Act  shall be construe as removing the Secretary of Health and Human Services of any authority including enforcement authorities, under the Social Security Act, related to nursing homes.""",44,271,3,4.931818181818182,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.20454545454545456,0.977562666,0.08288958
K3,925,"â€¢ Give all primary civil authority to HCFA, but establish a referral process in an MOU for both chains and individual facilities.",22,131,1,4.7727272727272725,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.045454545454545456,-0.767794073,0.9914518
K3,1063,We may have to trade getting only a fraction of the retrospective disallowed taxes in return for expeditious agreements to prevent future use of impermissible taxes.,26,165,0,5.346153846153846,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.639569461,0.03241087
K3,1076,"Since this is an enforcement action, we all need to be extremely careful about intervening.",15,91,1,5.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.995809078,0.28535745
K3,1079,"While we probably should not encourage this action (for the same reasons that we vetoed the New York provision), we also should not foreclose the possibility that some type of comprehensive legislative clarification could be helpful as we aim to end the practice of illegitimately using provider taxes.",48,302,1,5.229166666666667,0,1,1,0,1,0,0,1,0,0,0,2,0,0,0,0.041666666666666664,0.993311763,3.68e-08
K3,1107,"Chris and I were talking about the child care regulation, and we started to wonder whether it really makes sense to announce it at the immunization event.",27,154,1,4.666666666666667,1,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0.0,-0.927755237,0.31690952
K3,1110,"I have our friend Bill Corr looking into this more carefully, so I'm not convinced yet, but when he gets back to Chris, you two may want to talk about it.",31,154,3,3.838709677419355,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0.06451612903225806,-0.968814611,0.37264326
K3,1115,"I'm still stuck  on the problem that we shouldn't  get into the business  of mandating coverage one body part at a time, but I do agree that it is a bit different since this bill would only put it on the same footing as other prescription drugs.",47,245,1,4.085106382978723,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0.0,-0.99507314,0.002842073
K3,1119,"My  thought  is  to  have the President allude to that  in his remarks  i.e.  we still  have  a  long  way        to go, still have disease, but not explain in detail.",30,167,2,3.8333333333333335,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03333333333333333,-0.999492764,6.32e-05
K3,1121,Do you both agree with this approach?,7,37,0,4.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,-0.997495472,0.8229452
K3,1140,"Overall, I agree with the thrust of the draft Order.",10,52,1,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.994676113,0.98440486
K3,1146,I believe our concerns regarding the draft Order can be accommodated by adding specific language to permit the collection and use of data concerning family medical history for certain limited purposes.,31,201,0,5.483870967741935,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.03225806451612903,0.589642167,0.19327311
K3,1183,"If we want a specific event for this, they are willing to design it as a legislative conference -- which would be appropriate since they too are about ready to announce their support of the Slaughter legislation.",37,212,1,4.648648648648648,0,1,1,0,0,0,1,1,0,0,1,2,0,0,0,0.02702702702702703,,
K3,1189,"(Even if we do not want to use this to highlight the genetic screening legislation, we may want to consider some possible POTUS involvement).",24,141,1,4.75,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0.0,-0.961277664,0.9941048
K3,1215,We should be honest with President about the serious issues at stake here -- especially since 3 of his toughest cabinet members are not in agreement.,26,149,0,4.615384615384615,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.038461538461538464,,
K3,1216,I suggest we change the first two sentences in the 2nd paragraph to something along the lines of:,18,97,0,4.333333333333333,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.971389651,0.9990231
K3,1220,"While I'm all for NSC taking the lead in coordinating this decision, shouldn't we preserve our final say on this matter by getting NSC and McCaffrey  to  agree  to work with !!!",32,177,1,4.28125,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03125,0.847879589,0.02573763
K3,1359,"We have some significant concerns, however, with other provisions in General McCaffrey' s proposal.",14,99,2,5.857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07142857142857142,-0.655545413,0.15151557
K3,1362,"As important as the drug issue is, it should not singularly drive all of the Administration's policy and budget decisions relating to the Southwest border.",25,155,1,5.12,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.04,-0.980027497,0.9996482
K3,1370,"â€¢ However, we (DPC and other White House components) have some significant problems with key pieces of his proposal:",19,118,1,4.894736842105263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10526315789473684,-0.973609328,0.12968099
K3,1377,We question the appropriateness of putting this type of function at the drug office.,14,84,0,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.600887716,0.22475481
K3,1385,It would be like having OSTP drive an economic initiative and not mclude the NEC and OMB.,17,89,0,4.235294117647059,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,-0.947169006,0.001155618
K3,1437,"Last note: the AG will want to suggest that a Southern Frontier Working Group that is already  in place, and that already focuses on the border, Caribbean, and South America, should be the  vehicle to put together a strategy and make improvements along the SW Border.",46,267,4,4.6521739130434785,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.10869565217391304,-0.967961371,0.9823402
K3,1466,"A vocal segment  of  the environmental community, possibly joined by Representative Pallone, is likely to be critical or unsupportive at best, although we are hoping that the environmental elements of the initiative will win over Pallone and a few of  the  more  mainstream  environmental  groups.",45,297,3,5.377777777777778,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0.044444444444444446,0.500340283,0.9644629
K3,1475,We recommend that you approve a five-point plan for the Port that  would  be announced before House markup of the water resources development  authorization  bill.,25,163,0,5.32,0,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0.08,0.849774897,0.9028066
K3,1507,"We recommend that the Administration make a counter-proposal to Pallone and  Torricelli, with the following elements:",16,117,1,6.125,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.125,-0.990418732,0.99709547
K3,1513,"â€¢ We would agree to delay the EPA rule until  all of the issues  have  been  discussed with environmentalists and other stakeholders, including a process to  examine scientific issues related to the rule.",33,206,1,4.96969696969697,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.030303030303030304,0.997658134,0.1014141
K3,1516,"Pros: This proposal is very close to that outlined by Pallone and Torricelli,  except  that we would use an appropriate administrative process  to  decide  on  closure  of  the  MDS  rather than announcing closure by fiat, and we  would  reject  the strict  volume  limitation  they propose in the interim.",48,306,2,4.979166666666667,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0.041666666666666664,,
K3,1518,Cons: It will be difficult to convince  Representative  Menendez  that  this  approach  makes sense.,14,100,0,5.642857142857143,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.21428571428571427,-0.833084941,0.00021609
K3,1519,"Our position will be that  this  approach  will  accomplish  what  he  needs  by  ensuring that dredging can go on for the next year, while allowing  continued  use of the  MDS  for the very short term:",35,202,1,4.371428571428571,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.698704243,0.22317109
K3,1521,"We will need to work  closely  with  Menendez and his staff to help them understand the merits of delaying the rule, and enlist their help in persuading the unions and port companies that this  is the right course.",38,214,1,4.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.02631578947368421,-0.675507247,0.064251155
R4,22,"Pay-for Options Â· If we submit a budget amendment officially changing our proposal in a way that lowers the savings, OMB believes we should propose substitute pay-fors.",27,169,1,5.074074074074074,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.07407407407407407,,
R4,26,"If they really want to go ahead with this meeting, I would think we should talk about the tribal and nontribal parts of this proposal at the same time, which would lead me to think Leg Affairs should be invited.",40,211,2,4.225,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0.05,0.56798172,0.07312273
R4,44,"I think we all agree that we all have an interest in making sure this doesn't get out prematurely, because we a) don't want to get hopes up too early given the complications of the budget pay-for issues and",39,206,1,4.17948717948718,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,-0.878892243,0.6821596
R4,45,b) we want to have a coordinated roll-out to make sure all our friends get alerted properly and can take proper credit.,22,119,0,4.318181818181818,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.965249419,0.18149275
R4,85,"We have another idea about using NDNH for other kinds of Federal debt collection, implemented through Treasury/FMS.",17,115,1,5.647058823529412,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.058823529411764705,-0.85096848,0.9980908
R4,91,His first reaction  was  'do we really need to drop this?',11,58,0,3.909090909090909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.859515667,0.62510765
R4,95,"Barbara thought one way we could pitch the voluntary option.is to talk about it as a pilot, saying we've realized there are some implementation questions and we want to test how it would work before we go national.",38,214,1,4.552631578947368,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0.0,0.813044906,0.013803144
R4,100,"I don't really know what's in them, but there may be some savings associated with some of them (perhaps reduced Medicaid costs by ensuring kids get on their father's private insurance) that we could use to replace the gambling savings.",40,235,1,4.725,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0.025,-0.987083912,0.9971348
R4,101,"In general I think these recommendations could have potential, and I told Olivia several weeks ago I'd like  them to move quickly in their review and to come over and give us  a briefing.",34,187,1,4.382352941176471,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.029411764705882353,-0.994064867,0.02607259
R4,103,"We need to accelerate work on the independent contractor option, which Barbara thinks would pick up about half the savings needed.",21,130,1,5.142857142857143,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.047619047619047616,0.812286198,0.9969638
R4,106,"And, though it is more OMB's responsibility than ours, we should try to think of any other possible pay-fors in our area (defined broadly).",24,139,2,4.541666666666667,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0.0,-0.958318114,0.041772768
R4,108,perhaps one of those have some savings (perhaps reduced Medicaid costs by ensuring kids get on their father's private insurance) that we could use to replace the gambling savings.,29,179,0,5.068965517241379,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0.034482758620689655,-0.994809866,0.7110071
R4,110,And we should also think more broadly than child support.,10,57,0,4.7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.997403681,0.9946365
R4,113,We're hoping to be able to seriously restructure our proposal to satisfy both tribal and non-tribal concerns.,17,109,0,5.294117647058823,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,
R4,115,"If we revise our plan, we want to make sure our friends get credit, so we need to keep this under wraps until we're ready to roll it out.",29,137,2,3.6206896551724137,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,-0.999075174,0.99940395
R4,120,"In my view, the option would do little.to collect child support and we would still need to exempt tribes (lest we renege on our long standing support for tribal sovereignity).",30,175,1,4.7,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,,
R4,121,"The only advantage would be that it gives us a quasi-face-saving way to minimize opposition without abandoning our proposal altogether, which may be the best we can hope for at this point.",32,188,1,4.78125,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.705411017,0.000240517
R4,123,We need to resolve this by Monday (before a scheduled meeting with tribes on Tuesday) and OMB may need to come up with another pay-for.,25,135,0,4.28,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.04,-0.974795997,0.05298541
R4,126,"See below for more on the pros and cons of this option, and see the attached document for the wide range of unsavory options available to us..",27,142,1,4.185185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,,
R4,128,"Pros: Likely to generate less opposition from gambling establishments, because it would require them only to report winnings, not collect child support.",22,152,2,5.7727272727272725,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0.045454545454545456,-0.999155045,0.06162061
R4,135,"We could therefore exempt tribes from this reporting requirement, generating more concerns from nontribal establishments.",15,121,1,7.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.567632198,0.038352326
R4,143,"I would want to be careful about how they are used, particularly in light of some of the new information we got from Treasury.",24,126,1,4.208333333333333,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0.0,,
R4,173,We are considering talkng action to remedy this situation.,9,58,0,5.444444444444445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.779407322,0.8801656
R4,180,Accordingly we believe that few benefits and potentially significant costs could result from any effort to amend the various environmental licensing programs to include child support enforcement provisions.,28,206,0,6.357142857142857,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.807199836,0.15544017
