_ds,row,sentence,word_count,char_count,comma_count,avg_word_len,has_I,has_we_our,modal_verb,opinion_verb,hedge,future_marker,conditional,subordinator,passive_voice,enumeration,pronoun_it_they,nominalization,question,imperative_start,fragment,proper_noun_density
K1,1103,"Your FY 2000 budget will include $100 million to help states and localities implement tough new systems to drug test, treat,and punish prisoners, parolees, and probationers",26,172,4,5.1923076923076925,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
K1,1104,"This initiative will ensure that states fully implement the comprehensive plans to drug test prisoners and parolees that they are required by law to submit to the Justice Department, while also supporting the efforts of states like Maryland and Connecticut to begin drug testing probationers on a regular basis",49,310,1,5.326530612244898,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0.061224489795918366
K1,1106,(2) About $120 million this year for drug-free prison initiatives,10,65,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
K1,1109,Today the Justice Department will release new guidance informing states that they can use up to 10 percent of their prison construction funds (Violent Offender Incarceration/Truth-in-Sentencing grants) to drug test and treat prisoners and parolees,35,247,0,5.885714285714286,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0.08571428571428572
K1,1110,"Last year, you called on Congress to give the states this flexibility, and he fought for it to be included in the final budget agreement.",25,137,2,4.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.04
K1,1111,-- $63 million for residential drug treatment in state prisons,10,62,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K1,1112,The Justice Department also will announce the availability of $63 million for state prisons to provide long-term drug treatment and intensive supervision for prisoners with the most serious drug problems.,30,204,0,5.666666666666667,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0.06666666666666667
K1,1117,Director McCaffrey will make introductory remarks and introduce the Attorney General,11,84,0,6.7272727272727275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2727272727272727
K1,1118,The Attorney General will make remarks and introduce The Lt Governor,11,68,0,5.2727272727272725,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.45454545454545453
K1,1119,The Lt Governor will make remarks and introduce YOU,9,51,0,4.777777777777778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2222222222222222
K1,1122,"Q The Administration says that it has increased drug testing and treatment in the federal prisons, but the Justice Department report suggests a decrease in inmate treatment since 1991",29,183,1,5.172413793103448,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0.13793103448275862
K1,1124,We have definitely increased the number of federal inmates that are drug tested and treated,15,91,0,5.133333333333334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K1,1125,"The 1994 Crime Act mandated that, by the end of FY 1997, all federal prisoners eligible for residential drug treatment should receive such treatment",24,148,2,4.791666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333
K1,1126,"As a result, by 1998, the Federal Bureau of Prisons was conducting about 30,000 more drug tests per year and providing residential drug treatment to four times as many prisoners",30,177,3,4.533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
K1,1127,The number of inmates participating in other types of drug abuse and education programs also increased during this time.,19,120,0,5.315789473684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K1,1128,"However, these increases may not have kept pace with the rapid growth in the prison population during that same period",20,118,1,4.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0
K1,1129,"In fact, between 1991 and 1997, the federal prison population grew by well over 50 percent (from 71,000 to about 113,000)",21,121,4,3.5238095238095237,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
K1,1130,"Thus, even while more treatment slots were being made available -- and more prisoners were participating in other drug abuse and education programs -- the overall percentage in treatment may have declined.",32,205,1,5.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0
K1,1131,"Finally, it should be noted that the Justice Department report includes a disclaimer saying that -- because the likelihood of receiving treatment increases as a prisonerâ€™s release date approaches -- it may have underestimated the total number of prisoners who will ultimately receive drug treatment.",45,301,1,5.511111111111111,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0.044444444444444446
K1,1132,Q What will the overall increase in funding be for drug testing and treatment as a result of this new initiative?,21,113,0,4.380952380952381,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.047619047619047616
K1,1133,The â€œzero toleranceâ€ drug supervision initiative represents a funding enhancement of $112 million for FY 2000,16,113,0,5.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
K1,1134,"This includes: $100 million in new funds for states and localities to drug test and treat prisoners, parolees, and probationers; an increase of $10 million for additional drug courts (from $40 to $50 million); and an increase of $2 million for the residential drug treatment in state prisons (from $63 million to $65 million).",54,326,2,4.481481481481482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K1,1136,What is really new about todayâ€™s announcement?,7,48,0,5.428571428571429,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
K1,1140,What is the average cost of a drug test?,9,40,0,3.4444444444444446,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
K1,1141,"The Federal Bureau of Prisons spends less than $9.00 per drug test for the nearly 130,000 drug tests it conducted last year",22,123,1,4.090909090909091,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.13636363636363635
K1,1142,"Costs can vary depending on the number of drugs tested for, procedural requirements, and the number of tests needed (lower quantities will cost more.",24,149,2,5.083333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
K1,1143,Is overall drug use increasing or decreasing? And how does it compare to the statistics contained in todayâ€™s report on prisoner drug use?,23,139,0,4.869565217391305,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.043478260869565216
K1,1144,"According to the most recent National Household Survey on Drug Abuse, there were 13.9 million current drug users in 1997 -- or about half the number of drug users during the peak year of 1979",35,191,1,4.057142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11428571428571428
K1,1145,"These nearly 14 million drug users represent about 6 percent of the American population age 12 and older, and the number has remained roughly flat since 1992.",27,158,1,4.481481481481482,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.037037037037037035
K1,1146,"By comparison, current drug use by prisoners has increased since 1991 and ranges between 5 to 10 times greater than the overall population.",23,139,1,4.695652173913044,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0
K1,1148,Not according to the most recent study released by the Department of Health and Human Services,16,94,0,4.9375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25
K1,1149,"The 1998 Monitoring the Future Survey showed that for the second year in a row, youth drug use, in nearly every category, has either decreased or leveled off among 8th, 10th, and 12th graders",34,191,5,4.235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08823529411764706
K1,1150,"Specifically, marijuana use -- the most widely used drug by teens -- appears to have leveled off, with declines reported for the second year",24,140,2,4.625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
K1,1153,"Acknowledge: Atty Ge Reno, Gen McCafrey, Lt Gov Townsend",9,56,2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666
K1,1155,"Reno Mayor Jeff Griffin, who chairs the Crime Committee at the United States Conference of Mayors",16,97,1,5.0625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5
K1,1156,I thank the Mayor and the conference for their leadership; Reno Police Chief Jerry Hoover,15,89,0,4.933333333333334,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.4
K1,1157,"Our special guests from Maryland, who have been leaders on these issues: Special Assâ€™t Atty General Francis William Mann; Del Peter Franchot; Baltimore City Police Commisioner Thomas Fraiser; Baltimore Council Member Rochelle ""Rikki"" Spector.",34,244,1,5.882352941176471,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47058823529411764
K1,1158,"Six years ago, America was at peace, but many of our communities were at war",15,76,2,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666667
K1,1159,Illegal drugs were ravaging cities on both coasts and in the American heartland in between,15,90,0,5.066666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666667
K1,1160,Crack and methamphetamine use were at near-epidemic levels,8,58,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K1,1161,Drug dealers who controlled whole neighborhoods thought nothing of opening fire on passing police cars,15,102,0,5.866666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K1,1163,Too many children feared they would not live to march in their high school graduations.,15,87,0,4.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0
K1,1165,"In every successive year of my presidency, I have proposed and passed the largest anti-drug budget ever",17,103,1,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K1,1166,"Between 1996 and 1999 alone, we have increased funding for anti-drug efforts by more than 30% -- even as we produced the first balanced budget in a generation",28,158,1,4.142857142857143,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
K1,1169,Unprecedented new efforts to stem the flow of drugs across our borders,12,70,0,4.916666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K1,1170,"Unprecedented new efforts to stop the revolving door between prison and the street, between drug use and criminal activity.",19,123,1,5.421052631578948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K1,1172,Not only do we have the lowest crime rates in 25 years,12,54,0,3.4166666666666665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K1,1173,Overall drug use is falling,5,27,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
K1,1174,Even drug-use among young people is beginning to decline.,9,57,0,5.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K1,1179,"Today, we are releasing a new study by the Department of Justice that offers even more convincing evidence that drug use stokes all types of crime, from property crimes like burglary and auto theft, to violent crimes like assault and murder",41,240,3,4.804878048780488,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04878048780487805
K1,1180,It shows that one in six offenders landed in prison for a crime he committed just to get money for drugs...that nearly a third of prisoners were using drugs at the time they committed their crimes...and that more than 80% of prisoners have a history of drug abuse,48,263,0,4.3125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
K1,1182,"As you have heard from Gens Reno and McCaffrey, we have already done much to expand drug-testing and treatment in federal prisons and to encourage states to do the same",30,168,1,4.566666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666667
K1,1186,"And to probationers and parolees the message will be equally clear: If you want to keep your freedom, you have to keep free of drugs.",25,133,1,4.24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.04
K1,1189,"When I took office there were four drug courts in operation, including the one Gen Reno launched in Miami",19,105,1,4.526315789473684,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.15789473684210525
K1,1190,"Today, there are more than 400",6,30,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K1,1192,"I am also proud to announce that on top of these new budget proposals,we will free another $120 million for drug-free prison initiatives this year -- funds that will help states boost testing and treatment and purge their prisons of drugs with advanced new technologies.",45,270,1,4.822222222222222,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0
K1,1193,"In these final years of the 20th century, America has made tremendous progress in our efforts to free our children and our communities from the dangerous threat of drugs and crime",31,179,1,4.709677419354839,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03225806451612903
K1,1196,Thank you and God bless you.,6,28,0,3.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666
K1,1201,"In his radio address to the nation, the President will announce the findings of a Justice Department study showing that in 9 of 23 cities the number of arrestees who tested positive for drug use remained the same or decreased slightly from 1996",43,244,1,4.511627906976744,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.06976744186046512
K1,1202,"This includes New York, Chicago and Detroit - where cocaine use is declining, marijuana is leveling off, and methamphetamine (meth) is not a major substance of abuse.",27,166,3,4.925925925925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111
K1,1203,"Additionally, the President will announce: (1) $27 million in grants for more than 150 drug courts that use the full power of the criminal justice system to rid crime-committing addicts of their drug habits;",34,207,1,4.735294117647059,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.029411764705882353
K1,1205,Drug Use by Arrestees,4,21,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5
K1,1206,Cocaine use decreasing,3,22,0,6.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
K1,1207,"Cocaine use continues to decline, most dramatically in the West and Northeast -- where use had reached epidemic levels (80% and more) in the late 1980's -- and among younger arrestees",31,183,1,4.451612903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06451612903225806
K1,1208,"In Detroit and Washington, D.C., only 5% of young adult arrestees tested positive for cocaine, while nearly half of all older arrestees tested positive for that drug.",27,166,3,4.888888888888889,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.037037037037037035
K1,1209,Marijuana use leveling off,4,26,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
K1,1210,"After increasing over the past several years, marijuana use by younger arrestees is leveling off",15,96,1,5.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
K1,1211,"Fifteen of the 23 sites reported drops in marijuana use by younger arrestees -- including substantial drops in Houston, Indianapolis, Los Angeles, Omaha, Phoenix, and Washington, D.C.",27,183,6,5.37037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
K1,1212,Methamphetamine use rebounds,3,28,0,8.666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
K1,1213,"Meth, which is almost completely absent outside of the West and Southwest, increased in San Diego, Phoenix, San Jose, Portland (OR), Omaha, Dallas and Denver",25,157,7,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24
K1,1214,"Previously, meth use had declined over the past 2 years in these cities.",13,72,1,4.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K1,1216,"Although heroin abuse remains relatively constant and concentrated among older arrestees, this is not true in New Orleans, Philadelphia and St Louis",22,148,2,5.681818181818182,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.18181818181818182
K1,1217,Younger arrestees are more likely to test positive for heroin in these 3 cities.,14,80,0,4.642857142857143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
K1,1218,The Arrestee Drug Abuse Monitoring Program (ADAM),7,49,0,5.857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143
K1,1219,ADAM is conducted by the Department of Justiceâ€™s National Institute of Justice (NIJ) and provides drug use trends as well as a critical local perspective to the national drug problem,30,184,0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.13333333333333333
K1,1220,ADAM data is obtained through drug tests and interviews with a population of arrestees,14,86,0,5.214285714285714,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0
K1,1221,"In 1997, ADAM collected data in 23 major metropolitan sites from 19,736 adult males, 7,547 adult females at 21 sites, 3,686 juvenile males in 12 sites and 647 juvenile girl detainees in 8 sites",34,193,6,3.735294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K1,1225,"Today, the Justice Department will provide $27 million in drug court funding for more than 150 jurisdictions to plan, implement, or enhance new and existing drug courts.",27,169,3,4.925925925925926,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.07407407407407407
K1,1226,Leading the national drug court effort,6,38,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K1,1227,"Since the creation of President Clintonâ€™s drug court initiative in the 1994 Crime Act, the number of drug courts has grown exponentially",22,138,1,4.954545454545454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09090909090909091
K1,1228,"According to the National Association of Drug Court Professionals, the number of drug courts has increased from 12 in 1994 to more than 400 today",25,145,1,4.44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.16
K1,1231,"A recent study by Columbia Universityâ€™s National Center on Addiction and Substance Abuse (CASA) concluded that drug courts provide more frequent drug testing, and closer supervision than other forms of community supervision",32,225,1,5.875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1875
K1,1232,"In fact, 55% of drug courts test offenders at least twice weekly, and 35% test offenders at least every week.",20,109,2,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K1,1234,"The CASA study also found that drug use and criminal behavior were substantially reduced while offenders were under drug court supervision, as well as after leaving the program",28,176,1,5.285714285714286,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0
K1,1235,"For example, only 4% of the drug court participants in Jackson Country, MO, were rearrested -- as compared to 13% of those ina control group",25,140,3,4.24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.04
K1,1236,"And even after leaving the program, drug court participants -- even if they donâ€™t complete the program -- recidivate at rates 4-20% lower than those in control groups.",28,169,1,4.571428571428571,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0
K1,1237,"Challenging Congress to promote coerced abstinence, This past year, two states -Connecticut and Maryland -- adopted statewide policies of coerced abstinence, and the President challenged Congress to follow their lead by passing his $85 million drug testing and intervention initiative",40,284,3,5.9,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0.125
K1,1238,"This initiative will allow states and localities to test and treat probationers, prisoners and parolees.",15,104,1,5.866666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
K1,1240,"President Clinton has consistently promoted a policy of drug testing, sanctions, and treatment for drug offenders",16,113,2,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625
K1,1241,He has required states to drug test prisoners and parolees as a condition for receiving prison grants;,17,102,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K1,1246,Justiceâ€™s Office of Community Oriented Policing Services (COPS) will make nearly $5 million available to jurisdictions with a documented meth problem,21,151,0,5.904761904761905,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.23809523809523808
K1,1248,"The 6 participating cities are: Phoenix, AZ; Salt Lake City, UT; Oklahoma City, OK; Dallas, TX; Little Rock, AR; and Minneapolis, MN.",22,133,6,4.454545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18181818181818182
K1,1250,"The President fought for and signed a comprehensive meth strategy that increases penalties for trafficking in meth, and toughens the penalties for trafficking in the precursor chemicals used in its production",31,208,1,5.709677419354839,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.03225806451612903
K1,1251,"Meth enforcement remains a top law enforcement priority, and the Presidentâ€™s Drug Strategy and Budget call for $24.5 million to hire 100 new DEA agents to target meth trafficking.",29,181,1,4.827586206896552,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.10344827586206896
K1,1252,The report on jail inmates released today by the Justice Department confirms the urgent need for government at all levels to pursue a policy of coerced abstinence for drug offenders,30,181,0,5.066666666666666,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.06666666666666667
K1,1253,The report shows that more than half of these criminals used drugs in the month prior to their arrest,19,101,0,4.368421052631579,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
K1,1258,Now there is a report coming out that will show heroin use is up,14,64,0,3.642857142857143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
K2,11,calling on:,2,11,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
K2,12,"a. states to require new math and science teachers to pass assessments of their knowledge of math or science, and their capacity to teach their subject well, before getting their teaching license.",32,196,2,5.03125,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.0
K2,13,(33 states are members of an organization working to develop and put in place assessments like these over the next three years.),22,128,0,4.636363636363637,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
K2,15,(The average K-8 math teacher only takes 3 undergraduate math courses.,11,70,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K2,16,"28% of math teachers have neither neither a major nor minor in math, 55% of physics teachers have neither a major nor minor in physics, and 18% of science teachers have neither a major nor minor in science.)",38,207,2,4.131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K2,22,f. parents to insist on finding out how their child is doing compared to national standards and compared to their peers around the nation and world.,26,148,0,4.653846153846154,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0
K2,25,"3) Announce new on-line help for parents, teachers, and students in math and science:",14,85,2,4.714285714285714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.07142857142857142
K2,26,a. TIMSS on-line challenge.,4,27,0,5.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
K2,27,"Parents will be able -- beginning at back-to-school time this fall to download a math and science quiz from the internet, give it to their children, and get a rough sense of what their children need to know in math and science and how they are doing compared to their peers around the world.",54,291,2,4.277777777777778,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0
K2,29,"On Monday, a new website will be available connecting teachers, parents, and students to good materials for curriculum and out-of-school math and science learning, drawing on the scientific resources of NASA, the Department of Energy, the National Science Foundations, and other federal agencies involved in math and science.",48,325,7,5.583333333333333,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0625
K2,30,(Thus has been a collaborative effort among more than 40 agencies.,11,66,0,4.7272727272727275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K2,34,"You will also announce new on-line math and science help for parents, teachers, and students.",15,93,2,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
K2,40,The average K-8th grade math teacher takes only three undergraduate math courses.,12,81,0,5.583333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K2,41,"Twenty-eight percent of secondary math teachers lack a major or minor in their subject area, as do 18% of secondary science teachers and 55% of physics teachers.",27,161,1,4.666666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
K2,43,You will challenge states to require all new teachers of math and science to pass challenging tests of math or science knowledge and teaching proficiency.,25,154,0,5.16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
K2,45,"â€¢ A Call to Action for Schools, Students, and Parents.",10,56,2,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
K2,47,"Only 25% of U.S. students take algebra before high school, and only 25% of U.S. high school students take physics before graduating.",22,132,1,4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
K2,48,You will challenge parents to insist that school districts provide ways of showing how children are doing compared to national standards and international benchmarks.,24,166,0,5.916666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
K2,49,"Today, parents have no way of finding out how their children do compared to the international standards in TIMSS.",19,113,1,4.894736842105263,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
K2,50,"You will also announce the following new on-line resources for parents, students, and teachers:",14,95,2,5.571428571428571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
K2,51,"â€¢ ""Federal Resources for Educational Excellence"" (FREE) Web-site.",8,67,0,6.375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25
K2,52,"A new website is available today to connect teachers, parents, and students to teaching and learning resources in math, science, and other subject areas from NASA, the Energy Department, the National Science Foundation, and other agencies.",36,239,7,5.444444444444445,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.08333333333333333
K2,53,â€¢ The TIMSS On-Line Challenge.,5,32,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
K2,54,The U.S. Department of Education will launch this fall a website that puts TIMSS math and science problems on-line.,19,115,0,4.894736842105263,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.10526315789473684
K2,55,"This will enable parents to give a quiz to their children, learn what their children should know in math and science, and learn how their children are doing compared to students from other countries.",34,199,2,4.794117647058823,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0
K2,56,"Summary of the TIMSS Results: TIMSS showed that U.S. 12th graders scored among the lowest of2I nations in general math and science, with the U.S. outperforming only Cyprus and South Africa.",31,189,1,4.806451612903226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06451612903225806
K2,57,Performance of U.S. 12th graders in advanced math and physics courses also lagged behind their peers from other nations.,19,120,0,5.105263157894737,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0
K2,58,"The 12th grade findings completed a multi-year study showing U.S. 4th graders near the first in the world in science and above average in math, with U.S. 8th graders slightly above the international average in science and below the international average in math.",43,262,1,4.8604651162790695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K2,59,"The 21 nations participating in the 12th grade study were the U.S., Canada, Australia, and many European nations.",18,113,3,4.777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05555555555555555
K2,60,No Asian countries participated in the 12 grade tests.,9,54,0,4.777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111
K2,61,(See attachment of how the U.S. ranks compared to each participating country for all three grades.),16,99,0,4.9375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
K2,62,"While there is not yet an analysis of the 12th grade TIMSS, an analysis was done of the 8th and 4th grade TIMSS.",23,112,1,3.652173913043478,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
K2,64,The analysis also showed that U.S. teachers often do not get as much training as those in other nations.,19,104,0,4.368421052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
K2,67,"Although the school has a solid math and science program, it is not particularly stronger than any of the other academic areas taught in the school.",26,148,1,4.653846153846154,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
K2,68,"Springbrook has a very diverse student body (35% African American, 20% Asian, 16% Hispanic, 28% white), and it enrolls a total of 2,200 students.",24,145,5,4.083333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.041666666666666664
K2,69,"Last week Springbrook High School held its first Anti-Violence Week, to honor one Springbrook student and one fonner student who were killed within the last year.",26,162,1,5.153846153846154,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.15384615384615385
K2,70,"Fonner Springbrook student Alfredo Enrique Tello, Jr. was brutally killed at age 19.",13,84,1,5.153846153846154,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.23076923076923078
K2,71,Samuel Sheinbein (who fled to Israel) and Aaron Needle are charged with the murder.,14,83,0,4.785714285714286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.21428571428571427
K2,72,Two months later a Springbrook student Elmer Flores was killed in a robbery.],13,77,0,4.846153846153846,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.23076923076923078
K2,74,Meeting is then Closed Press.,5,29,0,4.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.2
K2,76,"V. SEQUENCE OF EVENTS - YOU will be greeted at the school by Principal Mike Durso, Governor Glendening, Superintendent of Schools Nancy Grasmick, and Members of Congress.",27,170,3,5.111111111111111,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.25925925925925924
K2,78,#NAME?,1,6,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
K2,79,(All other participants will already be seated.),7,48,0,5.571428571428571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
K2,80,#NAME?,1,6,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
K2,81,#NAME?,1,6,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
K2,82,"Sec. Riley will make remarks and introduce Bill Schmidt, TIMSS Nat'l Coordinator.",12,81,1,5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16666666666666666
K2,83,#NAME?,1,6,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
