<label>|<Sentence Text>|<Always deliberative>|<Non IIA>|<Sentiment>|<Subjectivity>
D0|Over the past year and a half, the Administration has acted to implement ACHRE's recommendations to improve openness in government, strengthen ethics in human subjects research, and compensate individuals for the government's mistakes.|||0.975571334|0.5232958
|||||
D0|Today's Announcement     â€¢ The Administration released Building Public Trust, outlining its comprehensive response to the President's Advisory Committee on Human Radiation Experiments (ACHRE).|||0.992132008|0.8659305
D0|The report summarizes actions to address ACHRE's 18 recommendations.|||0.925240934|0.8060191
|||||
D0|â€¢ The Departments of Energy and Justice announced that the government has settled compensation claims with families of all of the known individuals ACHRE recommended for compensation.|||0.975375295|0.001022113
D0|ACHRE recommended the government compensate the families of 18 subjects of plutonium injection experiments.|||-0.977384984|0.8366935
D0|The government has settled with all 16 families that came forward.|||0.979563057|0.000813166
|||||
D0|â€¢ President Clinton signed a memorandum to strengthen the rights and protections of people participating in secret, government-supported research.|||0.919237256|0.018632147
D0|ACHRE recommended that subjects of secret experiments have special protections and information.|||0.923922956|0.07663699
D0|Acting on that recommendation, the President directed agencies today to propose new rules for secret research that would require scientists to: obtain informed consent from all potential subjects of all secret experiments (current rules allow researchers to waive informed consent in certain cases);|||0.755657017|3.87E-07
D0|disclose the identity of the sponsoring agency to potential subjects;|||0.938800335|6.44E-05
D0|and tell potential subjects that an experiment is classified.|||0.986750782|0.002485713
D0|The new rules would also establish a more independent review process;|||0.915517271|0.14964963
D0|require the head of the agency conducting secret human research to approve each project;|||-0.95748198|0.000389262
D0|and require permanent records of secret experiments.|||-0.997559667|0.002323946
D0|The President also directed federal agencies to report annually on the number of classified human research projects and the number of subjects in each project.|||-0.604080617|0.001717452
D0|A preliminary review by the Administration's human radiation lnteragency Working Group indicates that the government is not supporting any classified human research at this time;|||-0.999536157|0.5637713
D0|today's directive initiates a formal, routine accounting of secret human studies.|||-0.99197042|0.24139144
|||||
D0|â€¢ The Administration announced proposed amendments to the Radiation Exposure Compensation Act of 1990 to compensate hundreds of uranium miners who would not be compensated under current law.|||0.625983357|0.9119562
D0|ACHRE found that some deserving miners do not qualify for compensation under the Act.|||-0.998414159|0.99254566
D0|The amendments would establish fairer, scienceÂ­ based criteria for compensation.|||-0.979290664|0.84295267
D0|The Administration will also propose regulatory changes to RECA to facilitate claims processing.|||-0.927307069|0.57750016
|||||
D0|Previous and On-going Actions Described in Building Public Trust Include:|||0.993878841|0.03498001
|||||
D0|Actions to Improve Openness in Government.|||0.965937197|0.81413233
D0|â€¢ ACHRE transferred more than 4,000 cubic feet of documents to the National Archives.|||0.959044933|0.8152443
D0|The Administration has made 300,000 fully searchable pages of documents available on the Internet, and will add an additional 200,000 pages shortly.|||0.860126674|0.97579724
D0|The Departments of Energy and Defense have published document search guides.|||0.564591944|0.001844479
D0|â€¢ The President signed Executive Order 12958 directing Federal agencies to review and declassify thousands of documents, including documents on radiation experiments.|||0.963834465|0.01752942
|||||
D0|Actions to Protect human subjects in the future.|||0.986527622|0.006644669
D0|â€¢ President Clinton established the National Bioethics Advisory Commission (NBAC) to examine bioethical issues, including human research issues.|||0.953849912|0.001731863
D0|A subcommittee of NBAC will address certain broad questions raised by ACHRE, including how to strengthen Institutional Review Boards -- the local ethics panels for Federally-sponsored research.|||0.949324906|0.98721826
D0|â€¢ In October, 1995 President Clinton directed agencies to develop plans to improve their oversight of ethics rules.|||-0.931936264|0.16542168
D0|The agencies have completed their review and upgraded protections, and NBAC will review agency procedures in the coming months.|||0.966774642|0.000826637
D0|â€¢ Agencies have undertaken nationwide education efforts to raise the profile of ethical considerations, and are funding research to improve our understanding of informed consent.|||0.997770071|0.17723949
|||||
D0|Actions to Right Past Wrongs.|||0.998378873|0.2780389
D0|â€¢ In October, 1995 President Clinton apologized to subjects of radiation experiments and their families on behalf of an earlier generation of American leadersand citizens;|||-0.984735012|7.67E-05
D0|former Energy Secretary O'Leary made apologies in certain individual cases.|||-0.785131872|0.732176
D0|â€¢ The Administration will propose legislation to make veterans treated with nasopharyngeal radiation eligible for health care services under the Veteran's Administration's Ionizing Radiation Program.|||0.813732982|0.998949
|||||
D0|No problem getting this done by the 25th.|||0.996435881|0.9891389
D0|We will have the report responding to all 18 recommendations and uranium miner legislation  done too.|||0.973681152|0.82967955
D0|We'll get back to you with suggestions on briefing -- as you know, O'Leary wanted to be involved in any announcement.|||-0.884166658|0.99976534
|||||
D1|We   have  tentatively  put   the  ACHRE  EO  on  the  schedule  for  Tues  March  25.|1||-0.915437639|0.8714176
D1|This is the Pres's day off, so his only involvement would be to make sure the e.o. got signed sometime that day.|1||-0.630419374|0.12469138
D1|Perhaps Pena could go to the WH briefing room to explain the details (unless there's someone better to do it).|1||-0.991170645|0.9817147
|||||
D1|One issue is not resolved how to make sure the Tuskegee folks don't feel slighted.|1||-0.788638115|0.99761665
D1|I argued that since this wasn't a POTUS event, that shouldn't  be as difficult but we'll have to  deal  with that issue with Ann Lewis somehow.|1||-0.877789795|0.9894796
D1|Maybe a stmt goes out on that sometime too (not same day).|1||-0.959310055|0.93941104
|||||
D0|Can you get everything wrapped and ready?|||0.968042731|0.8813245
D0|It may fall off and on the schedule a few more times, but the odds look pretty good.|||0.983519495|0.9973779
|||||
D0|In January 1994, after accounts of Cold War-era experiments involving the effects of radiation on humans came to light, I established an independent Advisory Committee on Human Radiation Experiments to investigate these reports.||1|0.960982561|1.52E-05
D0|I asked the Committee to determine the truth about this dark chapter in our nation's history.||1|0.709275663|0.4809666
|||||
D0|After taking extensive testimony and conducting numerous public hearings, the Advisory Committee issued its report in October, 1995.||1|0.690969408|0.000573309
D0|The Committee's report included recommendations to make the record of these experiments open to the public, improve ethics in human research  today, and right the wrongs of the past inflicted on unknowing citizens.||1|0.954233527|0.15175708
D0|In my remarks when I accepted the report, I promised that it would not be left  on the shelf to gather dust.||1|-0.995999455|0.6042331
D0|I made a commitment that we would learn from the lessons that the Committee's report offered and use it as a road map  to lead us to better choices in the future.||1|0.991665065|0.971032
|||||
D0|This document -- my Administration's response to the Advisory Committee's report -- is a milestone in meeting that commitment.||1|0.999136627|0.99876827
D0|We have actively worked to respond to the important recommendations made by the  Advisory Committee through a special interagency working group.||1|0.998620152|0.009273233
D0|This group includes representatives from the Executive Office of the President, the Departments of Energy, Defense, Health and Human Services, Justice, Veterans Affairs, the National Aeronautics and Space Administration, and the Central Intelligence Agency.||1|0.989692867|7.30E-09
D0|The Environmental Protection Agency has also joined the effort.||1|0.940657735|0.001183367
D0|This report reflects the joint progress of these agencies to address the Advisory Committee's recommendations.||1|0.996888101|0.14066
|||||
D0|My Administration has made significant achievements in opening government and making information more easily available to the citizens to whom it belongs.||1|0.994405031|0.7152717
D0|Agencies have also improved the protections in place for    subjects  of  future human research.||1|0.709685385|0.00079208
D0|Finally, the Federal government is providing redress to those who have suffered from radiation experiments, as recommended by the Advisory Committee.||1|0.908867121|1.12E-06
|||||
D0|I emphasize that this document is by no means the end of the journey.||1|0.674457431|0.9630334
D0|Much work remains to  be done.||1|-0.575579166|0.6370718
D0|I am confident that all of us -- the eminent committee that produced the original report, the Federal officials who worked so hard to support the Committee's efforts and now are implementing its recommendations, and most importantly, the citizens of this great country from whose experiences  we have learned  so much -- can together help ensure a better world for our children.||1|0.999256074|0.99555993
|||||
D0|My thanks to all of you for a job well done, I pledge my strong support for your continued efforts.||1|0.977576554|0.98481965
|||||
D0|President Clinton took steps today to protect those who participate in secret, government-sponsored experiments from mistreatment and assure they are fully informed of the risks.||1|0.845959008|2.09E-05
D0|The administration also said it has settled the last of a number of claims, totalling $6.5 million, from families of civilians who were injected with plutonium or uranium as part of secret experiments in the 1940s.||1|-0.74211067|0.14690596
D0|"The actions are designed to increase public trust ... and make our government accountable to the American people,"" said Energy Secretary Federico Pena, whose department has spearheaded the public review of past radiation experiments."||1|0.580691576|0.56119365
D0|Pena said the administration also will ask Congress to expand a program that provides compensation to uranium miners who were exposed to radiation as part of the government nuclear weapons program.||1|-0.990297258|0.8900639
D0|He said up to 600 additional miners would be compensated at a cost of about $ 50 million.||1|-0.978966355|0.002517003
D0|The plans for giving greater protection to research participants were prompted by recommendations more than a year ago by a presidential commission that investigated the government's use of humans in radiation research during the Cold War years.||1|-0.970083535|0.14296441
D0|The advisory panel warned that past excesses might be repeated unless there are new safeguards.||1|-0.982182801|0.9596472
D0|The White House said today that Clinton had signed a memorandum strengthening the rights and protections afforded individuals who agree to be subjects of secret, government-supported research.||1|-0.955581427|0.000834011
D0|The White House said a review by an interagency task force uncovered no government-supported classified human research at this time.||1|-0.989678025|0.000264062
D0|But officials acknowledged that formal accounting for such research needs to be improved.||1|-0.987140894|0.8202372
D0|Meanwhile, the White House said it had settled claims with four additional families of 1B individuals who were given plutonium injections as part of 1940s experiments.||1|-0.964575887|0.000477317
D0|One victim has not been located and the family of another does not want compensation, said Tara O'Toole, DOE's assistant secretary for environment, safety and health.||1|-0.989945233|1.78E-07
D0|Associate  Attorney  General  John Dwyer  said the 16 claims 12 of which  totalling  $4.B million  were  made  public last November  total $6.5 million.||1|-0.977056682|0.000571717
D0|The government has said it is prepared to provide compensation to the families of 52 other individuals who the advisory commission said were believed to be subjected to improper radiation experiments.||1|-0.991943002|0.022671476
D0|The identity of those 52 are not known, and so far no families have come forward, according to the White House.||1|-0.995696783|0.003051148
D0|Under the new presidential directive on human research, agencies must develop new rules that clearly require scientists to obtain informed consent from all potential subjects of secret experiments.||1|0.664552212|0.000581612
D0|Currently, such consent may be waived under some circumstances.||1|0.667052627|0.01765116
D0|The president also ordered that any research subject be told the identity of the sponsoring agency and whether the experimentation is classified.||1|-0.995042205|0.002683352
D0|The new rules also would require the head of the agency to approve such research and develop a more independent review process than currently provided.||1|-0.941061258|0.7515445
D0|Also in response to the October 1995 findings by the Advisory Committee on Human Radiation Experiments, the president said he will: Ask Congress to broaden a 1990 law that allows compensation to underground uranium miners who became ill because of exposure to radiation.||1|-0.936704636|2.82E-05
D0|Under current law, hundreds of miners are ineligible for compensation.||1|-0.996089816|0.000146893
D0|Will propose legislation to make veterans' health care benefits available to airmen and sailors who were subjects of radioactive nasal treatments more than 50 years ago.||1|0.880940139|0.017088769
D0|The treatments were to prevent broken eardrums during flight or in submarines.||1|0.871910393|0.03282815
D0|Will seek broader epidemiological studies to determine the long-term health impact of nuclear bomb testing during the Cold War to military personnel and civilian populations near the test areas.||1|-0.848466992|4.70E-06
|||||
D0|ACTIONS TO RESPOND TO THE PRESIDENT'S ADVISORY COMMITTEE ON HUMAN RADIATION EXPERIMENTS QUESTIONS AND ANSWERS (NOT FOR DISTRIBUTION) April 28, 1997|||0.940722644|0.9998863
|||||
D0|Overview of Advisory Committee Scope, Findings, and Recommendations|||0.999278486|0.92753357
|||||
D0|Q: What is the universe of experiments studied by the Advisory Committee?|||-0.924013317|0.1925834
|||||
D0|A: The President directed the Advisory Committee on Human Radiation Experiments (ACHRE) to review government sponsored biomedical experiments on individuals involving intentional exposure to ionizing radiation, focusing on the period from 1944 until 1974.|||0.891039729|0.000188947
D0|The Committee did not consider common clinical practices that involved incidental exposures to ionizing radiation (e.g. x-rays).|||-0.993631899|0.46213803
|||||
D0|The President's charge also covered intentional releases of ionizing radiation designed to test human health effects or to measure the extent of human exposure.|||-0.99875164|0.66435313
D0|The Committee studied a number of populations exposed to radiation during the government's Cold War activities, including veterans of atomic test blasts, western uranium miners, and residents of the Marshall Islands.|||0.990677476|5.60E-06
|||||
D0|Q: How many experiments does this include?|||-0.957104146|0.582866
|||||
D0|A: No one knows exactly how many experiments this includes.|||0.808178484|0.88971937
D0|The Advisory Committee reported that the government had sponsored several thousand human radiation experiments between 1945 and 1974.|||-0.842290461|7.61E-06
|||||
D0|Q:How many people were involved in these experiments?|||-0.998081923|0.40171796
|||||
D0|A: Because only fragmentary information has survived about many of these experiments it was not possible for the Advisory Committee to estimate how many people were involved.|||-0.986878812|0.93783337
|||||
D0|Q:How many people were harmed in the experiments?|||-0.998905182|0.5405601
|||||
D0|A: The Advisory Committee was not in a position to answer this question completely.|||-0.999108136|0.92659193
D0|In general, the Committee found that the majority of experiments they studied involved trace amounts of radiation given to adults, similar to those used in research today.|||-0.999842644|0.000421793
D0|These were unlikely to have caused physical harm.|||-0.930977285|0.000843023
D0|The Committee identified several groups of experiments that may have increased individuals' risks, including total body irradiation experiments on ill patients and iodine-1 31 experiments involving children.|||-0.916060328|9.82E-05
|||||
D0|Q: How many people were not informed in advance that they were the subject of an experiment?|||-0.999720275|0.65474635
|||||
D0|A: Only very limited documentation about consent in individual experiments has survived and no estimates can be made.|||-0.999599278|0.99645007
D0|Generally, the Committee found that researchers obtained consent from healthy subjects, but not from patient-subjects.|||-0.98892349|0.000942941
D0|The Advisory Committee did look more broadly at issues of informed consent across the government and found that the government did not have comprehensive policies in place before 1974.|||-0.975437999|0.022790078
D0|Although the government has strengthen informed consent procedures significantly since 1974, the Committee recommended -- and the Administration is taking -- additional steps to improve informed consent, including requiring informed consent in all classified research (eliminating a current waiver provision) and studying further the informed consent process.|||0.904106855|1.38E-05
|||||
D0|Q: What did the Advisory Committee recommend?|||-0.940786123|0.5816337
|||||
D0|A: The Committee made 18 recommendations to open the record to the public, compensate those who were wronged, and protect human subjects of future research.|||0.991639197|0.34178293
|||||
D0|Q: What has the Administration done to respond?|||-0.990499794|0.9484818
|||||
D0|A: The Administration has already taken steps in each of these areas.|||0.966537476|0.52582496
D0|For example, to open up the record, the Administration has put thousands of pages of documents on the Internet and in the National Archives, and has developed document search guides.|||0.776159763|0.001056135
D0|To better protect human subjects in the future, the President established the National Bioethics Advisory Committee (NBAC) and asked NBAC to examine many of the questions raised by ACHRE.|||-0.855422378|7.75E-06
D0|To redress the wrongs of the past, the President apologized to subjects of radiation experiments and their families, and agencies have worked hard to settle compensation claims.|||-0.959180951|4.20E-06
D0|These and many other actions responding to the Committee's recommendations are outlined in the report released today.|||0.981883168|0.16138655
|||||
D0|Today the Administration also announced two new actions -- the President is issuing a directive strengthening protections for subjects of classified research, and the Administration is proposing legislation to improve compensation for uranium miners.|||-0.917696655|0.16583566
|||||
D0|Q: Are current protections for subjects of human research inadequate?|||-0.993666947|0.65250885
|||||
D0|A: A strong system of Federal oversight, education, and sanctions is currently in place to ensure the protection of the subjects of government sponsored human research.|||0.934303224|0.31814814
D0|The Administration has taken a number of steps to further strengthen protections for human subjects based on the Advisory Committee's recommendations.|||0.522322774|0.2483851
D0|For example, the National Bioethics Advisory Commission is reviewing Institutional Review Board policies -- IRBs are the local boards that review the ethics of individual research projects.|||-0.89355123|0.85765636
D0|And today the President signed a directive to protect subjects of classified research.|||-0.955873251|4.76E-05
|||||
D0|The Administration is also working to improve the informed consent process.|||0.816994965|0.003712766
D0|Despite the vigor with which all parties embrace the informed consent process, the Advisory Committee found that little is actually known about the effectiveness of this transaction between researcher and prospective subject.|||-0.950790644|0.90936977
D0|In response, the NIH and the Departments of Energy and Veterans Affairs are initiating research to develop new knowledge about the informed consent process.|||0.924106598|0.000299595
|||||
D0|Q: Now that the National Bioethics Advisory Commission has been given a special assignment on cloning, does this mean that there will be a delay in addressing protection of human research subjects.|||-0.999317765|0.9336685
|||||
D0|A: No.|||-0.999829173|0.67469716
D0|the National Bioethics Advisory Commission has already established an ambitious plan of work to address the current status of Federal protection for human research subjects.|||0.993224442|0.017090883
D0|The work will proceed in parallel with the special assignment on cloning.|||0.967289329|0.050989684
D0|NBAC is planning to issue a report to the President and to Congress in October and hopes that little or no delay will be incurred as a result of the additional work.|||-0.824196696|0.23502587
|||||
D0|Q: What is being done to provide compensation in connection with the human radiation experiments?|||-0.977823019|0.4733185
|||||
D0|A: The Advisory Committee recommended the government compensate or consider compensate subjects of certain biomedical experiments.|||0.789978504|0.39469847
D0|The Department of Justice has worked closely with other Departments to resolve individual claims.|||0.943626642|1.60E-06
D0|As announced today, the Administration has resolved all claims brought forward for experiments the Advisory Committee specifically identified for compensation.|||0.995942295|0.000151522
D0|The Administration has settled with families of 16 plutonium injection subjects.|||-0.933429658|0.845614
D0|The plutonium injection cases were singled out by the Advisory Committee as being particularly troubling ethically and deserving of compensation because efforts were made by the government to keep information secret from the subjects or their families to avoid government liabilities or embarrassment.|||-0.966970325|0.9970824
D0|The Advisory Committee also identified two other experiments for compensation (see Recommendation 1 ), but the subjects of those experiments are unknown.|||-0.518452287|1.42E-06
|||||
D0|Several other experiments were identified by the Advisory Committee for consideration for possible compensation, subject to further development of the facts surrounding the experiments.|||-0.642881989|0.000227168
D0|That fact-finding continues in a number of these cases.|||0.986033976|0.031852856
D0|[Refer detailed questions to DoJ].|||-0.68566215|0.9710472
|||||
D0|Some populations exposed to radiation releases studied by the Committee are already eligible for compensation under existing law, including atomic vets and uranium miners.|||-0.980669558|0.00039236
D0|The Committee recommended certain changes to these programs.|||0.924991488|0.7374747
D0|The Administration has reviewed and acted on those recommendations.|||0.985830724|0.8682547
D0|For example, today we are announcing new legislation to improve compensation for uranium miners.|||-0.994172513|0.38730192
|||||
D1|I will be out of the office most of Monday, Feb. 3 (10:30-4:30), and all of Monday,  Feb.  1O for medical school interviews.|||-0.953651249|4.64E-06
D1|Mike and I think the Wed. educ. roundtable is in good shape, so I don't anticipate any conflicts with these dates.|||0.98129499|0.99967754
D1|Any idea when/if you will want to resurrect radiation report/eo on classified research?|1||-0.999756753|0.3726103
|||||
D0|Thanks for you help on the radiation issue.|||0.820800722|0.8706772
D0|Your thoughts helped to stimulate a productive discussion with DOJ on alternative approaches.|||0.997652829|0.91526
|||||
D1|DOJ and I are planning to put a revised proposal into 0MB review on Friday.|1||-0.918943286|0.99509674
D1|The new approach quantifies uncertainties in the claims process, and proposes to give the miners the benefit of the doubt in resolving the uncertainties.|1||0.99878341|0.9464353
D1|This approach avoids the precedential issue that DOJ was concerned about, while expanding the number of miners eligible for compensation.|1||0.999084949|0.9997191
D1|(Miners who fall within this approach would still get partial compensation.)|1||-0.960143566|0.33742306
|||||
D0|Please let me know if you wish to discuss this.|||-0.648410976|0.9337437
D0|We are still planning a Tuesday press conference.|||-0.626396477|0.02677394
|||||
D0|White House Press Release In Acceptance Of Human Radiation Final Report|||-0.723452091|0.001121471
|||||
D0|For Immediate Release   October 3, 1995 Remarks By The President In Acceptance  Of    Human Radiation Final Report  Old Executive Office Building||1|-0.942537487|0.000128552
|||||
D0|The President:  Let me begin with a simple thank you to everyone who participated in this extraordinary project and to everyone who supported them.||1|0.918554425|0.5233498
|||||
D0|I am especially glad to see here today Senator Glenn, who's been so active in working on medical ethics issue, Congressman Markey, whoâ€™s worked  on this  issue  for  a  very long time;||1|0.997688055|0.08762297
D0|Congressman Frost, Secretary  Shalala, Deputy Secretary of Veterans Affairs Herschel Goqer, and of course, the Attorney General who basically tries to get us all to do the right thing all the time.||1|0.91956979|8.42E-05
|||||
D0|I want to thank Secretary O'Leary for her extraordinary devotion to this cause.||1|0.973589838|0.7513562
D0|And you heard in her remarks  basically the way that she views this.||1|0.783017457|0.25401837
D0|It's a part of her ongoing         commitment to finish the end of the Cold War.||1|0.998364508|0.6973029
D0|And perhaps no  Energy Secretary has ever done as much as she has to be an advocate, whether it is for continued reforms within the Energy Department or her outspoken endorsement of the strongest possible commitment on the  part of the United States to a Comprehensive Test Ban Treaty, which I believe we will achieve next year in no small measure thanks to the support  of the Secretary of Energy.||1|0.898396373|0.9934401
|||||
D0|And, of course, I want to thank Dr. Ruth Faden for her extraordinary commitment of about a year and a half of her life to this unusual but important task.||1|0.997431576|0.014924733
|||||
D0|And all of you who servedÂ·on the committee -- I remember the first  time we put this committee together.||1|0.985891759|0.37938038
D0|I looked -- I said, that's a pretty distinguished outfit.||1|0.922941387|0.99885964
D0|I wish I could give them five or six jobs to do.||1|0.813505471|0.1030918
D0|(Laughter.)||1|0.99914372|0.93775284
D0|I'll expect you back next Monday and then we'll (laughter).||1|-0.864095867|0.9838299
D0|I do thank you so much for the work you have done.||1|0.960411012|0.99762076
|||||
D0|Let me tell you that, just  as      this is an important part of the efforts that Secretary O'Leary outlined, I saw this committee as.||1|0.99135989|0.99546486
D0|an indispensable part of our effort to restore the confidence of the American people in the integrity of their government.||1|0.99864608|0.93246436
D0|All of these political reform issues to me are integrated.||1|0.999131382|0.28886926
D0|When I became the President, I realized we had great new economic challenges, we had profound social problems, that a lot of these things had to be done by an energized American citizenry, but that our national government had   role to play in moving our country through this period of transition.||1|0.997351408|0.88856465
D0|And in order to do it, we needed to increase the capacity of the government to do it through political reform, but we also needed, as much as anything else, to increase the confidence of the American people that, at the very least, they could trust the United States government to tell the truth and to do the right things.||1|0.872319281|0.96967363
|||||
D0|So you have to understand that, for me, one reason this is so important is that I see it as part of our ongoing effort to give this government back to the American people -- Senator Glenn's long effort to get Congress to apply to itself the same laws it imposes on the private sector;||1|0.975887954|0.9998124
D0|the restrictions that I imposed on members of my administration in high positions for lobbying for foreign governments;||1|-0.963579476|0.015452282
D0|and when the lobby bill failed in the Congress, I just imposed it by executive order on members of the Executive Branch.||1|-0.986002922|1.63E-05
D0|All these efforts at political reform, it seems to me, are important.||1|0.997202396|0.7639327
|||||
D0|But none of these efforts can succeed unless people believe  that     they  can rely  on their       government to  tell  them the truth and to do the right thing.||1|-0.994235337|0.12466444
D0|We have declassified thousands of government documents,  files from second world war, the Cold War, President Kennedy's assassination.||1|0.810653806|0.000114635
D0|These   actions are not only consistent with our national security, they are essential to advance our values.||1|0.99843508|0.32956728
|||||
D0|So, to me, that's what this is all about.||1|-0.996986687|0.9763865
D0|And to all those who represent the families who have been involved in these incidents, let me say to you, I hope you feel that your government has kept its commitment to the American people to tell the truth and to do the right thing.||1|0.997183621|0.027210481
|||||
D0|We discovered soon after I entered office that  with the specter of an atomic war looming like Armageddon far nearer than it does today, the   United States government  actually did  carry out          on our citizens experiments involving radiation.||1|-0.680650175|0.8832036
D0|That's when I ordered the creation of this committee.||1|0.961227357|0.504221
D0|Dr. Faden and the others did a superb job.||1|0.999522567|0.5936767
D0|They enlisted many of our nation's most significant  and important medical and scientific-ethicists.||1|0.999242187|0.000391672
D0|They had to determine first whether experiments conducted or sponsored by our government between 1944 and 1974 met the ethical and scientific standards of that time and of our time.||1|0.992466509|2.53E-08
D0|And then they had to see to it that our research today lives up to nothing less than our highest values and our most deeply-held beliefs.||1|0.970764041|0.01539111
|||||
D0|From the beginning, it was obvious to me that this energetic committee was prepared  to do its part.||1|0.992639661|0.9761179
D0|We declassified thousands  of pages of documents.||1|-0.995339036|0.43441582
D0|We gave committee members  the keys to the  government's  doors, file cabinets and safes.||1|0.978241086|0.023522075
D0|For the last year and a half, the only thing that stood between them and the truth were all the late nights and hard work they had to put in.||1|-0.993748307|0.002172218
|||||
D0|This report I received today is a monumental document (laughter) --  in more ways than one.||1|0.991266787|0.99943143
D0|But it is a very, very important piece of America's history, and it will shape America's future in ways that will make us a more honorable, more successful and more ethical country.||1|0.998838246|0.99966264
|||||
D0|What this committee learned I would like to review today with a little more detail than Dr. Faden said, because I think it must be engraved on our national memory.||1|0.998104095|0.99877626
D0|Thousands of government-sponsored experiments did take place at hospitals, universities and military bases around our nation.||1|-0.712216079|4.91E-07
D0|The goal was to understand the effects of radiation exposure on the human body.||1|0.870466113|0.35261938
|||||
D0|While most of the tests were ethical by any standards, some were unethical, not only by today's standards, but by the standards of the time in which they were conducted.||1|-0.996749163|0.5669225
D0|They failed both the test of our national values and the test of humanity.||1|-0.996152341|6.29E-05
|||||
D0|In one experience, scientists -- experiment -Â­ scientists injected plutonium into 18 patients without their knowledge.||1|-0.999768794|0.353249
D0|In another, doctors exposed indigent cancer patients to excessive doses of radiation, a treatment from which it is virtually impossible that they could ever benefit.||1|-0.999671459|0.9944449
|||||
D0|The report also demonstrates that these and other experiments were carried out on precisely those citizens who count most: on the government for its help the destitute and the gravely ill.||1|0.652902722|0.025016434
D0|But the dispossessed were not alone.||1|-0.853697002|0.015691966
D0|Members of the military -- precisely those on whom we and our government count most -- they were also test subjects.||1|0.993186235|0.9405677
|||||
D0|Informed consent means your doctor tells you the risk of the treatment you are about to undergo.||1|0.554965317|0.09541309
D0|In too many cases, informed consent                  was withheld.||1|-0.990767121|0.06819484
D0|Americans   were kept in the dark about the effects of what was being  done to them.||1|-0.991189241|0.012557107
D0|The deception extended beyond the test subjects themselves to encompass their families and i the American people as awhole, for these experiments were kept secret.||1|-0.784809828|0.0366504
D0|And  they were shrouded  not for a compelling  reason of  national security, but for the simple fear of embarrassment, and that was wrong.||1|-0.994387329|0.027427392
|||||
D0|Those who led the government when these decisions were made are no longer here to take responsibility for what they did.||1|0.804893196|0.002214034
D0|They are not here to apologize to the survivors, the family members or the communities who's lives were darkened by the shadow of the atom and these choices||1|-0.539814293|1.84E-05
|||||
D0|So today, on behalf of another generation of American leaders and another generation of American citizens, the united States of America offers a sincere apology to those of our citizens who were subjected to these experiments, to their families, and to their communities.||1|0.994216025|5.69E-05
|||||
D0|When the government does wrong, we have a moral responsibility to admit it.||1|0.980678618|0.3060616
D0|The duty we owe to one another to tell the truth and  to protect our fellow citizens from excesses like these is one we  can never walk away from.||1|0.991176367|0.13052665
D0|Our government failed in that duty, and it offers an apology  to the survivors  and their families  and to all the American  people who must -- who  must be able to rely upon the United States to keep its word, to tell the truth, and to do the right thing.||1|-0.84920013|0.011383507
|||||
D0|We know there are  moments  when words alone are not enough.||1|0.973417342|0.99954647
D0|That's why I am instructing my Cabinet to use and build on these recommendations, to devise promptly  a  system of relief, including compensation, that meets the standards of justice and conscience.||1|0.985330105|0.37034297
|||||
D0|When called for, we will work with Congress to serve the best needs of those who were harmed.||1|0.990157127|9.22E-05
D0|Make no mistake, as the committee report says, there are circumstances where compensation is appropriate as a matter of ethics and principle.||1|0.936709046|0.9850936
D0|I am committed to seeing to it that the United States of America lives up to its responsibility.||1|0.996451259|0.86712027
|||||
D0|Our greatness  is measured  not only in how we so frequently do right, but  also how we act when we know we've done the wrong thing;||1|0.994271636|0.99850994
D0|how we confront our mistakes, make our apologies, and take action,||1|0.999282181|0.77776724
|||||
D0|That's why this morning, I signed an executive order instructing every arm and agency of our government that conducts, supports or regulates research involving human beings to review immediately their procedures, in light of the recommendations of this report, and the best knowledge and standards available today, and to report back to me by Christmas.||1|0.872476816|0.011730076
|||||
D0|I have also created a Bioethics Advisory Commission to supervise the process, to watch over all such research, and to see to it that never again do we stray from   the basic values of potecting our people and being straight with them;||1|0.9545452|0.17660616
|||||
D0|The report I received today will not be left on a shelf to gather dust.||1|-0.999707639|0.08077328
D0|Every one of its pages offers a lesson, and every lesson will be learned from these good people who put a year and a half of their lives into the effort to set America straight.||1|0.897790313|0.95750767
|||||
D0|Medical and scientific progress depends upon learning about people's responses to new medicines, to new cutting-edge treatments.||1|-0.915992916|0.6996447
D0|Without this kind of research, our children would still be dying from polio and other killers.||1|0.67297703|0.002242623
D0|Without responsible radiation research, we wouldn't be making the progress we are in thewar on cancer.||1|-0.993524313|0.9865269
D0|We have to continue to research, but there is a right way and a wrong way to do it.||1|-0.514211357|0.8872871
|||||
D0|There are local citizens' review boards, there are regulations that establish proper informed consent and ensure that experiments are conducted ethically.||1|0.948965132|0.09897384
D0|But in overseeing this necessary research, we must never relax our vigilance.||1|-0.951013207|0.24853735
|||||
D0|The breathtaking advances in science and technology demand that we always keep our ethical watchlight burning.||1|0.997232974|0.9891206
D0|No matter how rapid the pace of change, it can never outrun our core convictions that have stood us so well as a nation for more than 200 years now, through many different scientific revolutions.||1|0.998130858|0.9998921
|||||
D0|I believe we will meet the test of our  times -- that as and technology evolve, our ethical conscience will grow, not Informed consent, community right-to-know, our entire of essential human    protections -- all these grew up in response They are to the health and humanitarian crises of this 20th century.||1|0.995092034|0.21371165
|||||
D0|Science is not ever simply objective.||1|0.98556906|0.8110243
