<label>|<Sentence Text>|<Always deliberative>|<Non IIA>|<Sentiment>|<Subjectivity>
D0|There is a vast gulf between the dialogue abroad (where the U.S. proposal for developing country participation is almost uniformly considered too aggressive) and at home (where more than 60 Senators have signed a resolution insisting on developing country commitments beyond those contemplated in either the U.S. proposal or current negotiating mandate).|||0.985377133|0.9976228
|||||
D0|In January, 1997, the U.S. submitted a draft protocol proposal.|||-0.80334878|0.019875344
D0|"Provisions on developing countries included three elements: (1 calling for the negotiation by 2005 of a new agreement with legally binding emissions targets for all countries, including developing countries, and a ""graduation mechanism"" under which Parties would automatically assume additional obligations as their living standards increase (the ""evolution"" concept); "|||-0.596567214|0.2155424
D0|(2) establishing a new category (Annex B) of commitments for the most advanced developing countries (providing a halfway house between commitments of developing countries and the more extensive obligations of OECD members);|||0.998411536|8.72E-08
D0|"and (3) an elaboration of existing commitments (defining what would be meant by ""continuing to advance the implementation of existing commitments"")."|||0.998897672|0.14839832
D0|"This final element contained several components, including a requirement to report annually on emissions and actions taken to reduce emissions and take ""no regrets"" actions (actions which would benefit the climate system, but which might be taken for other economic or environmental reasons)."|||0.966728747|0.7242915
|||||
D0|B. Reaction Abroad|||0.992263913|0.50377446
|||||
D1|Support for the U.S. proposal is scant.|||-0.99849236|0.9929998
D1|While the third element is considered within the ambit of the Berlin Mandate by nearly all Parties, most countries have argued that the other two elements (i.e., evolution and Annex B) are beyond its scope.|||-0.563858092|0.976489
D1|The U.S. has been urged to drop its proposal for a new annex.|1||-0.997912109|0.8395011
D1|We have also been urged to drop our proposal for evolution (in favor of a separate agreement at some future date).|1||-0.999635458|0.017178344
|||||
D1|The following blocs are active in the negotiations:|||0.888992965|0.004920941
D1|European Union.|||0.906659603|0.004098653
D1|EU support for developing country commitments has been very soft.|||0.978691638|0.9983
D1|"They have supported U.S. proposals for advancing existing commitments, and have proposed that Mexico and Korea take on stronger commitments (not too far removed in substance from the U.S. Annex B), but are not prepared to accept the U.S. language on ""Evolution"" adopted as part of the Kyoto agreement."|1||-0.988684714|0.9938154
D1|They do not support joint implementation with developing countries.|1||-0.999219537|0.006550346
|||||
D1|Non-EU OECD Members (principally Japan, Canada, Australia).|||-0.684820652|0.000208006
D1|This group of countries broadly supports including developing country obligations under the Kyoto Agreement.|||0.995755851|0.39309558
D1|Australia and Canada are the most vocal in support of action, while Japan, as host of the December session, is concerned that an aggressive approach would potentially derail the negotiations.|||-0.747164369|0.7405944
D1|As nearly all countries in this bloc have extensive competitive trade outside of the OECD, they are more aggressive in demanding developing country action With the exception of Japan, this group supports joint implementation.|||0.984844625|0.9813436
|||||
D1|Big Developing Countries (China, India and Brazil).|||0.990827739|0.00053371
D1|These three countries are the primary drivers of the developing country position - and some of the world's largest emitters (China is second after the U.S., and India is number six).|||0.977461398|1.89E-06
|||||
D1|These countries have taken a standard north-south line, arguing that global warming has been caused by the developed world, and calling upon the industrialized countries to pay for the clean-up.|||-0.9383834|0.27511168
D1|They claim that when developing countries have incomes and per capita emissions equal to those of the North, they will then participate in the clean-up effort.|||-0.729039609|0.007816428
D1|In spite of their often strident public rhetoric, these countries (particularly China and Brazil) have shown a willingness to engage on this issue on a bilateral basis.|||0.980916083|0.9051342
D1|They have active domestic climate change mitigation efforts, and have privately indicated a support for many elements of the U.S. proposal.|1||0.990066886|0.00648665
D1|However, they all oppose joint implementation.|1||0.563904107|0.004691248
|||||
D1|OPEC.|||0.94460541|0.6646485
D1|Well organized in the climate negotiations, the OPEC countries have been led by Saudi Arabia and Nigeria, and advocate positions designed to slow or block the negotiations.|||0.988129318|6.81E-05
D1|These countries have strongly urged: (I) that developing countries should not have to act now,|||0.914065242|0.022429757
D1|(2) that industrialized countries should compensate developing countries that might be affected by any action taken in industrialized countries to reduce emissions (principally noting that reduction in oil revenues should be compensated).|||0.758315921|0.9999325
|||||
D1|Small Island States.|||-0.977744877|7.37E-05
D1|A group of 37 small island states have banded together to create an alliance (AOSIS) that seeks to balance OPEC's influence.|||0.803944051|0.000690891
D1|Largely composed of member countries with low lying territory which will be gradually inundated by climate-associated sea level rise, these countries have pushed an aggressive next steps to combat the problem - calling for a 20 percent reduction in industrialized country emissions below 1990 levels by the year 2005.|||0.917341948|0.9928556
D1|The AOSIS countries have been reluctant to support U.S. calls for developing country action; their proposal omits any mention of any developing country commitments to be undertaken as part of the Kyoto agreement, and they oppose JI.|||-0.968619704|0.998211
|||||
D1|An agreement in Kyoto that includes the current U.S. developing country position will be extremely difficult to achieve.|1||-0.999871492|0.99902856
D1|State Department believes that, at a minimum, this would require U.S. support for a target and timetable perceived by the rest of the world to be serious, an aggressive effort to support replenishment of the Global Environment Facility, and an intensive diplomatic campaign.|1||-0.862929285|0.24200563
D1|Even with these elements, an agreement that includes the U.S. developing country position will be very difficult to achieve.|1||-0.998852849|0.9903081
|||||
D0|C. Reaction At Home|||0.989051878|0.04389172
|||||
D1|The domestic dialogue on this issue stands in stark contrast to discussions abroad.|1||0.998895526|0.44644454
D1|"Many in the business and labor community are deeply concerned about the trade and competitiveness impacts of ""differentiated"" commitments for developing countries under the climate treaty."|1||0.872407317|0.19042246
D1|"Particular concern has focused on China and ""newly industrialized countries,"" such as Korea."|1||-0.85109514|0.09080298
|||||
D1|"Last month, Senator Robert Byrd proposed a sense of the Senate resolution opposed to any agreement that does not contain ""specific scheduled requirements"" for developing countries during the same compliance period as those for developed countries."|1||-0.658948362|0.8329009
|||||
D1|The resolution quickly garnered 60 co-sponsors.|1||0.960507095|0.9860685
D1|As drafted, the resolution appears inconsistent with the current negotiating mandate (which does not envision quantified emissions limits for developing countries).|1||-0.994906962|0.99813336
D1|During the past several weeks, however, there has been considerable discussion with Senator Byrd and others about the exact meaning of the resolution.|1||-0.815469146|0.002518622
D1|"Senator Byrd has stated that commitments of developing countries should be based upon their own ""pace of industrialization."""|1||-0.832630634|0.27670145
D1|Senator Chaffee has prepared a more moderate resolution that would require developing countries to take on commitments with a I 0-year lag behind the commitments of developed countries.|1||-0.72114408|0.99981517
|||||
D0|3 Engaging Developing Countries in the Long-Term|||0.999469817|0.2778516
|||||
D1|Any solution to the problem of climate change requires the participation of developing countries.|||0.970095515|0.9331094
D1|The long-term issue is how best to engage developing countries in global efforts to address greenhouse gas emissions.|1||0.948080659|0.43130285
|||||
D1|The original vision of the Framework Convention on Climate Change is that developed countries would lead in controlling greenhouse gases, and developing countries would follow.|||0.981264353|0.90276647
D1|This is similar to the approach in the Montreal Protocol (the 1987 treaty that addresses stratospheric ozone depletion).|||0.864887536|0.46680903
D1|Under that agreement, developing country obligations generally follow 10 years behind those of developed countries.|||0.959320903|0.002770174
D1|Developing countries receive financial assistance for their efforts from a multilateral fund.|||0.98545146|0.003628082
|||||
D1|Under this model, long-term engagement of developing countries depends on action by developed countries to control emissions.|||0.7091313|0.051035218
D1|However, the Byrd resolution underscores the domestic political difficulties associated with differentiated commitments between developing and developed countries.|1||0.9779073|0.038980126
D1|In addition, any competitiveness or leakage issues would present substantive concerns.|1||0.507923663|0.4273961
|||||
D1|Many developing nations are addressing their own domestic air pollution problems and other environmental threats and in doing so are curbing releases of greenhouse gases.|||0.988966882|0.020498967
D1|Independent power producers are building many new, cleaner-burning power plants in developing countries, also reducing greenhouse gas emissions relative to traditional technologies.|||0.998120725|0.7768785
D1|Renewable energy technologies are finding increasing application among the billions of people in the developing world who are off the electricity grid.|||0.999803007|0.4065246
|||||
D1|Various efforts are underway to encourage developing countries efforts to control greenhouse gas emissions.|||0.995628357|0.000469965
D1|These include: U.S. bilateral assistance; multilateral assistance through the Global Environment Facility (GEF); calls for reorienting the loan guidelines for the international lending institutions;|||0.695306063|0.025673982
D1|and work on joint implementation (which would encourage the private sector to undertake projects in developing countries to reduce emissions and claim credit for these reductions against a domestic obligation).|||0.998709917|8.23E-05
D1|The first of these, announced in the President's New York statement at the U.N. Special Session on the Environment, establishes a $ I billion, five-year package to help developing countries plot a climate friendly path to development.|||0.994795024|0.66679484
|||||
D1|The primary component of this initiative will be a five year minimum of at least $150 million per year in bilateral assistance for climate related programs, and the potential to use development credits dedicated to climate friendly investment projects.|||0.852740407|0.9946519
D1|The initiative will also include a $25 million 5-year interagency program to assist developing countries to meet the terms of the climate treaty.|||0.994490385|0.31296203
D1|A significant focus in this initiative will be on using credit tools to induce greater U.S. private sector involvement in transferring climate friendly technologies.|||0.74918884|0.89850086
|||||
D1|Our financial contribution to the GEF was one of the original incentives to developing countries to support the Framework Convention on Climate Change - and to take action to mitigate climate change.|||0.997716069|0.9970702
D1|However, while the U.S. had pledged a contribution of $430 million to the GEF over a three year period, Congressional funding has lagged considerably.|||-0.999390364|0.9990478
D1|FY96 and FY97 contributions were at $35 million rather than $1 JO million.|||-0.995694518|0.9980634
D1|The reduced U.S. contribution to the GEF will make any subsequent calls for developing country action under the climate treaty much more difficult to sustain.|1||-0.999427199|0.9997292
|||||
D1|One of the most significant elements of the U.S. approach to encourage developing country participation is joint implementation (JI).|||0.991099179|0.95613986
D1|Similar to the concept of emissions trading, JI allows countries to offset emissions at home through projects undertaken elsewhere.|||0.967407405|0.9421397
D1|However, unlike the situation in emissions trading, under a JI regime, projects could be undertaken in developing countries - countries without legally binding emissions budgets.|||0.767533362|0.990695
D1|The analytic work performed to date suggests that allowing JI could reduce costs within the U.S. substantially.|1||0.733889878|0.9919526
D1|Developing countries see benefits as well, in the form of technology transfer and private sector investment flows.|||0.991972208|0.000773443
D1|In spite of the potential benefits, significant opposition among developing countries remains (although support has grown significantly in Latin America).|1||-0.672337055|0.22977446
D1|Many developing countries believe that JI could undercut the commitment of developed countries to take the lead in controlling greenhouse gas emissions;|1||0.553692102|0.20443884
D1|some environmentalists are concerned that measuring project-based emissions reductions will be too difficult;|1||-0.994567156|0.9891551
D1|and some in the private sector and Congress are concerned that JI will result in significant transfers of wealth overseas.|1||-0.974622607|0.001224994
|||||
D1|As you know from our several discussions, EPA believes that one of the principles underlying the Executive Order should be our efforts to share with the public how much we do and do not know about the effects of regulatory actions upon children.|1||0.975652218|0.8734528
D1|The current draft (2.5 pm.1) generalizes this objective through the annual report requirement in section 3-304.|||0.81207788|0.08744307
D1|While useful, we do not believe that this goes far enough in addressing the draft Order's basic objective of either protecting children, affirmatively explaining why an agency may be making a different choice, or indicating that information is lacking to allow for a fully informed decision on child-specific concerns.|1||-0.884184361|0.99950016
|||||
D1|"At the same time, we are very mindful of the concern expressed by a number of agencies that the Order not require agencies to set forth a ""Kick Me"" sign with findings that could have adverse litigation consequences."|1||0.685115755|0.9124902
|||||
D1|We therefore propose including the following language, added as subsection (d) of 5-501:|1||-0.847546458|0.8672827
|||||
D1|"""A description of the data or information, if any, which was employed to assess child specific risks or hazards."""|||-0.853443742|0.003457579
|||||
D1|It is our view that this language would move towards providing more transparency in the context of particular rulemakings, but that it would remove any adverse judgments from such statements and the likelihood of any statements being used successfully against an agency in litigation.|1||-0.894839823|0.99977535
D1|It is intended only to require neutral explanations of the information used to reach the judgments contained in a regulatory action.|1||-0.998511016|0.9969945
|||||
D1|The NIH has serious concerns about this draft Executive Order.|1||-0.935871124|0.59488183
D1|The topics it is intended to encompass are inconsistent, unclear, and confusing throughout the document.|1||-0.998914123|0.99239796
D1|Commas make a big difference here.|||0.997529209|0.96568054
D1|It is one thing to address protecting children in environmental health and safety actions.|1||0.976533592|0.007598686
D1|"It is far broader and more complex to do so for environmental, health and safety actions, where health and safety must be considered separately and not just in relation to the modifier ""environmental."""|1||0.965961099|0.6204331
D1|If the intent is to have this order affect just environmental health and safety concerns, as much of the language implies, the wording needs extensive revision to make this clear.|1||-0.995372951|0.9997427
D1|If not, the effects are so broad that this issue needs extensive discussion--it is inappropriate to be asked to agree to something this sweeping out of the blue in one day.|1||-0.963671923|0.99995244
D1|The aim is difficult to take issue with, but the mechanism and scope need discussion.|1||0.703113317|0.35803515
|||||
D1|Thank you for your willingness to pass along our proposal to the appropriate White House staff for such matters.|||0.944099605|0.9861773
D1|"  As you have requested, I will briefly describe here the ""best case scenario"" from our view."|1||0.941292346|0.51745284
D1|We have been discussing this issue (i.e., the need for pediatric data) with David Kessler, Bill Schultz (his deputy), and their lawyers over the past year, and I think you will find them supportive as well.|1||0.995535135|1.56E-06
D1|Everyone has put a lot of time into this and it has been productive.|1||0.999030709|0.96900284
|||||
D1|The following scenario presents the President with the most visibility on what we believe will be a very popular â€œChristmas-present-to-all-childrenâ€ initiative.|1||0.601278305|0.9795123
D1|If this seems right to the White House, we can -- and must -- begin work immediately.|1||0.980876505|0.97049415
D1|(It would be particularly helpful if there were a White House staff contact for us.|1||-0.993550777|0.799598
D1|With most of our issues we would go directly to the AIDS staff but this is obviously broader than AIDS alone.)|1||0.801988065|0.99127614
|||||
D1|We propose that some time during the week of December 16, the President issue an Executive Order, directing the FDA to take immediate regulatory action to ensure that all drugs be proven safe and effective for use by children prior to their approval by the FDA.|1||-0.966395676|0.6519942
D1|We propose that the President sign thJ Order in the Oval Office, with children, parents, and pediatricians present.|1||0.811441839|0.011728567
D1|We would ask that the President dedicate this action to Elizabeth Glaser and her work to improve child health, and that the Pediatric AIDS Foundation be included in the event.|1||-0.982899427|0.000147239
|||||
D1|A proposed action plan detailing the steps that need to be taken, including what should be included in the President's Executive Order and accompanying statement, is attached to this memo.|1||-0.540917814|0.9939389
D1|We would be happy to help in effectuating this plan in any way possible -- from drafting the Executive Order to generating support in the media, to making physicians, parents, and advocates available for comment.|1||0.995325685|0.56756544
D1|Just let us know what we can do.|||0.917603076|0.8133867
|||||
D0|We are very excited about this proposal, and appreciate your attempt to steer us toward the appropriate decision makers.|||0.993821502|0.9998605
|||||
D1|You asked that we send you preliminary comments on the draft executive order (E.O.) for inclusion in the version being prepared for Monday.|1||-0.999523044|0.99361426
D1|We will have additional comments next week.|||-0.524812043|0.92781425
|||||
D1|As indicated during the conference calls, DOL's preference is to limit the E.O. to children under the age of 14.|1||0.696835816|0.000116999
D1|This could be accomplished in the definitions section and by including a statement in the opening section along the lines of EPA's comments this morning (e.g., the science indicates problems manifest in younger children; therefore, the focus of the E.O. is on children under 14).|1||-0.994039536|0.000189619
D1|We would be willing to explore other options for excluding teenagers 14 and older.|1||-0.997317731|0.041477248
|||||
D1|An alternative (but less acceptable) approach would be to insert the following language into the opening section:|1||-0.995748997|0.99931204
|||||
D1|While some health or safety agencies have statutory missions predominantly directed toward certain age groups, such as the working-age population or the elderly, other agencies have more general mandates to protect public health or the environment for the benefit of all Americans.|||0.908719122|0.001063423
D1|The intent of this Executive Order is to assure that the latter agencies adequately consider health and safety hazards to children when developing regulations and programs.|1||0.978803575|0.03429412
|||||
D1|If the final decision is to include older teenagers, we recommend the following language changes:|1||-0.946677089|0.9474387
|||||
D1|- Section 3-302.|||0.970864475|0.82635343
D1|The Department of Labor should be included in the IWG.|1||-0.998886168|0.006608477
D1|NIOSH should also be included because it does the bulk of the research on occupational safety and health.|1||0.990700305|0.868763
|||||
D1|- Section 3-303(c).|||0.990481198|0.13128603
D1|Cut sentence requiring pamphlet.|1||-0.84293741|0.9806623
D1|Allow IWG to determine best outreach approach.|1||0.991403759|0.72857475
|||||
D1|- Section 6-601.|||0.957208216|0.82635343
D1|"Suggest ""For each significant regulatory action initiated after the effective date of this E.O. that addresses the environment, health or safety, each agency shall provide the following information, to the extent practicable. . .â€"|1||0.849861383|0.31223774
D1|We need some language to assure that these requirements do not (1) interfere with current rulemakings,|1||0.974110007|0.99380916
D1|and (2) impose huge analytical burdens on the agencies.|1||-0.989283562|0.032941196
D1|OSHA risk assessments and regulatory analyses already consume considerable|1||-0.967388868|0.9999081
|||||
D1|â€¢ While parts of the draft executive order (such as the second bullet) appear to address a wide range of health threats to children.|1||-0.932785571|0.037771914
D1|other parts (such as the title and first bullet) appear to be limited to environmental health threats.|1||-0.98892504|0.010145045
D1|FDA recommends that the scope of the executive order be broadened beyond just environmental health threats.|1||-0.94694221|0.9905255
D1|Limiting an executive order to environmental health threats could imply that the most significant health threats faced by children are environmental ones.|1||-0.950195909|0.5574731
D1|In FDA's view while environmental threats are important, they are not the only significant health threats faced by children.|1||0.719415009|0.010435892
|||||
D1|"â€¢ While FDA recognizes the benefit of focusing specific attention on health threats to children, FDA is concerned about layering additional requirements on the regulatory process in circumstances where they will not add ""valueâ€ to the process."|1||-0.770668209|0.90336037
D1|Thus, FDA recommends that any new analysis regarding effecys on children's health be targeted at regulations that (1) have potential disparate health impacts upon children|1||-0.998628378|0.01625098
D1|and (2) are significant regulatory actions as defined in Exec. Order 12866.|1||0.998246074|0.002182416
|||||
D1|The first limitation (that an analysis of effects on children be limited to regulations with a potential disparate impact on children) will insure that new regulatory reviews are not required unless there is a specific reason to be concerned about children.|1||-0.989282846|0.99503905
D1|The second limitation (that an analysis of effects on children be limited to significant regulatory actions) will target the new analysis to the regulations which have the greatest effects and which are already required to be subject to a formal cost-benefit analysis.|1||-0.98140496|0.9998042
D1|If the executive order is targeted in this way, it will formalize what FDA should be - and is - already doing.|1||-0.9238801|0.99132395
|||||
D1|"â€¢ The draft executive order requires that certain regulations be ""adequately protectiveâ€ of children's health."|1||-0.919814587|0.3361127
D1|"FDA suggests that this standard be made less vague and more affirmative by requiring that the regulations ""protect"" children's health."|1||-0.992751002|0.9978398
D1|"In addition, whichever standard is used, it may be necessary to clarify that the requirement to protect children's health applies ""to the extent permitted by law.â€"|1||-0.9615978|0.5096132
D1|Without such a qualification, the executive order could be construed as an attempt to override existing statutory authorities.|1||-0.888821542|0.25947687
|||||
D1|"â€¢ The draft executive order also requires an â€œaffirmative finding"" that certain regulations are, adequately protective of childrenâ€™s health."|1||-0.716986597|0.104688756
D1|"A better approach might be to follow the Food Quality Protection Act and require ""a specific determination regarding the safety ... for infants and children (sec. 408(b)(2)(C)(ii)(II))."|1||-0.973706126|5.19E-06
D1|The specific determination language) has the advantage of not requiring an affirmative finding where this would be impossible due to lack of complete information or a conflicting statutory mandate.|1||0.941829205|0.9969861
|||||
D1|FDA does not object to restricting the pamphlet for families (which is addressed in the third bullet) to just environmental health threats.|1||-0.997665524|0.9317434
D1|However, FDA does have questions about implementation, including whether the pamphlet is a one-time project or an annual one, whether a significant commitment of resources will be required, and who will take the lead in preparing the pamphlet.|1||-0.84772712|0.4857112
|||||
D1|"We want to reiterate that, as an agency with no greater priority than protecting the health and safety of children, we strongly support the stated Intent of the draft - Executive Order - to establish a ""national policy to protect the health of American children from environmental, health and safety hazards."""|1||0.610096157|0.13756572
D1|We had a number of serious concerns about the previous draft of this Executive Order, and we are pleased to see many of the changes that have been made to address those concerns.|1||0.992918551|0.9966282
|||||
D1|This memo outlines our most serious remaining concerns with the contents of the current draft Order.|1||0.801111758|0.8120853
D1|We also anticipate that we may have more comments, questions, and recommendations once we have reviewed the comments of other participating agencies.|1||0.881755948|0.9958884
D1|Finally, we are still reviewing the Preamble to the draft Order, and may have further comments after that review is completed.|1||-0.947510183|0.25324732
|||||
D1|Section 1-102: This section is overly prescriptive and could arguably require agencies to spend unlimited resources to address a particular hazard, unless prohibited by statute.|1||-0.995764732|0.99674666
|||||
D1|"Proposal: Section 1-102 should be modified to read, ""The head of each Federal agency shall ensure that the potential impacts upon children of environmental, health, or safety hazards arising from or related to the activities of that agency are considered and addressed, as appropriate, by that agency."""|1||-0.715834498|0.011106778
|||||
D1|This memorandum does not necessarily reflect the views of the Commissioners.|1||-0.998230278|0.95196956
|||||
D1|Section 3. Children's Health IWG|1||0.668113768|0.02729782
D1|We agree that there needs to be coordination among federal agencies on children's health and safety issues, particularly in the area of research.|1||-0.721130073|0.40143403
D1|However, as originally drafted, the Executive Order would have established a new Children's Environmental Health Council with a broad mandate that went well beyond simple coordination among agencies, CPSC staff commented that the creation of a new, cumbersome bureaucratic entity was counter to the Administration's reinvention efforts, and that its broad responsibilities could impose inappropriate burdens and mandates on member agencies.|1||-0.993015409|0.6718066
D1|While we are pleased that the original proposal has been considerably scaled back, we still have a number of concerns about the proposed lnteragency Working Group (IWG).|1||-0.995956123|0.99490803
D1|We agree with many of the comments that have been made by representatives of the Office of Information and Regulatory Affairs (CIRA) about creating a new bureaucracy to coordinate efforts among agencies.|1||0.562381685|0.2756046
D1|We are eager to review OIRA's written comments and recommendations to revise this proposal.|1||-0.769325912|0.99777335
|||||
D1|Section 3-303.|||0.972052157|0.2441192
D1|We have a number of questions and concerns about the list of elements that make up the coordinated Federal strategy:|1||0.963593125|0.99550545
|||||
D1|"(a) What is meant by statements of ""guiding principles"" and ""general policy?"""|1||-0.901503384|0.05050843
D1|How would those principles and policies differ from what has already been stated in the Executive Order?|1||0.638864398|0.17912883
D1|We would be strongly opposed if those principles and policies included specific directions regarding scientific or technical assessments done by individual agencies.|1||-0.962758362|0.96019495
|||||
D1|"Isn't it redundant to require a statement of ""targeted annual priorities"" In this subsection when subsection (d) lists the same requirement?"|1||-0.746042192|0.65707093
D1|How would these priorities differ from those mentioned in (d)?|1||0.87163353|0.029076567
|||||
D1|"(b) As an agency with a broad mandate and a very limited budget -- and no separate research budget -- we would oppose any requirement for the CPSC to contribute in any manner to a ""cross-cutting budget"" for conducting research."|1||0.569637537|0.99723166
|||||
D1|(c) We support a coordinated effort to reach out to. and educate the public about, health and safety risks to Infants and children.|1||0.99694258|0.013146723
D1|However, we believe It Is inappropriate to dictate the form of that outreach by requiring the publication of a pamphlet that includes specific information.|1||-0.980813205|0.7438549
|||||
D1|(d) There is no reason to require the identification of a specific number (ten) of high-priority initiatives for the Federal government to undertake.|1||0.994934976|0.049879912
|||||
D1|Proposal: Subsections 3-303 (a), (b), (c), and (d) should be modified as follows:|1||-0.999338448|0.000204523
|||||
D1|(a) Delete this subsection entirely.|1||-0.999964476|0.91748893
|||||
D1|(b) Delete the requirement to prepare a cross-cutting budget.|1||-0.999760091|0.7160554
|||||
D1|(c) Delete the second sentence of this subsection.|1||-0.999927282|0.89972806
|||||
D1|"(d) Delete the word ""ten.â€"|1||-0.999521732|0.036054816
|||||
D1|Scope: CPSC already focuses Its priorities and efforts on protecting children from injury and death.|1||0.998072743|0.056320436
D1|We endorse an Executive Order to help advance children's health and safety issues government-wide, and would recommend that the CPSC adhere to its terms.|1||0.946296692|0.8688379
D1|However, it would be inappropriate, for example, to alter an Independent agency's statutory rule making requirements through an Executive Order.|1||-0.850399077|0.6703784
D1|" Indeed, the administration implicitly recognized this principle In E.O. 12868, which exempts independent agencies from Its provisions that directly affect an agency's regulatory authority (see E.0. 12866, sec. 6), and requires those agencies only to prepare a ''regulatory plan"" and ""regulatory agenda."" (E.O. 12866, sec. 4(b) and (c).)"|1||-0.940605342|0.003093845
D1|Similarly, we believe that CPSC should be part of any lnteragency Working Group that Is created and submit research proposals for consideration, but that CPSC should otherwise be exempt from the draft Executive Order's requirements.|1||-0.986127019|0.99920386
|||||
D1|"Proposal: The following language, quoted directly from E.O. 12866, should replace the definition of ""federal agency"" in section 2-201:"|1||-0.568340778|0.35365477
|||||
D1|"""'Agency,' unless otherwise Indicated, means any authority of the United States that is an 'agency' under 44 U.S.C. 3502(1), other than those considered to be independent regulatory agencies, as defined in 44 U.S.C. 3502((5))."|||-0.858830214|0.097288206
|||||
D1|"As the Supreme Court has held, an independent agency ""cannot in any proper sense be characterized as an arm or an eye of the executive."|1||0.816356599|0.86197335
D1|Its duties are performed without executive leave and, in the contemplation of [its enabling] statute, must be free from executive control.â€|1||0.556273639|0.06687535
D1|Humphrey's v. United States, 55 S. Ct. 869, 874 (1935).|||0.973520517|0.016196115
|||||
D0|Since the Issuance of E.O. 12866, 44 U.S.C. 3S02(10) has been renumbered as 44 U.S.C. 3S02(5).|||-0.965889573|0.029142587
|||||
D1|As relayed on my voice mail to you on this date, the Department of Veterans Affairs has concerns about the proposed Executive Order (EO) because the vagueness and ambiguity of the requirements makes it difficult to determine applicability.|1||-0.999433458|0.9518043
D1|For example, the term â€œpotential impactsâ€ needs to be clarified in such a way to better define and/or limit when a federal agency must consider the effect of what it does on the health and safety of children.|1||-0.740193725|0.96986425
D1|"The definition of ""significant regulatory actionâ€ should be clarified to exclude regulatory actions which are unlikely  to affect the health and safety of children."|1||-0.872096241|0.8618192
D1|The annual reporting requirement in  Section 5-501 should be discretionary so that a report will not be required if an agency determines that there is nothing to report.|1||-0.846568644|0.99997056
D1|It is also unclear what impact the proposed EO will have on an agency's budget for research or the degree to which the EO will impact an agency's contractual relations.|1||-0.997244835|0.99904364
|||||
D0|The Family Right to Know Initiative is a very positive concept that has the potential to fill an important void in the current protection of children's health from environmental risks.|||0.999132216|0.6821652
D0|When parents and families know about the unique risks to children they can use that information to make wise choices.|||0.994249225|0.00674177
D0|Responsible decisions by parents can have an aggregate benefit today and in the future.|||0.990394533|0.116930686
|||||
D1|In framing this concept we have agreed to a commitment to work with parents, scientists, the business community, and others to achieve the goals of getting better information to families.|1||0.997853816|0.025736924
D1|As we work with the stakeholders we can build on the concept of a family's right to know, and decide whether legislation is or is not needed to achieve our goals.|1||0.998572826|0.95119274
D1|As the Administration moves forward we should continue to emphasize our belief that we can achieve our goals in a common sense, cost effective way.|1||0.749226272|0.99413884
D1|That emphasis is needed to respond to concerns that we will put into place unnecessarily expensive approaches.|1||0.961494505|0.999191
D1|I plan to continue to be involved in this initiative; please contact Diane Regas of my staff with new information as it arises.|1||0.980185509|0.03335158
|||||
D1|While we believe the revised discussion draft of the Children's Environmental E.O. is much improved, as I noted in the voice mail I left for you on Friday, it still presents problems for DOL programs.|1||-0.998691261|0.98817635
D1|We have developed several options that we believe would eliminate the burden for DOL without affecting the basic thrust of the E.O. As you know, our particular concern is that OSHA and MSHA focus on workplace hazards regardless of who is exposed.|1||0.722420514|0.9952335
D1|They do not address risk to particular demographic groups, but to all workers.|1||0.986040473|0.000267601
|||||
D1|The following options are in order of our preference, with one of the first three strongly preferred to the fourth:|1||-0.939398646|0.03304131
|||||
D1|Option 1.|1||0.802377403|0.7950309
D1|"Add to definitions: ""Environmental, health, or safety risks include only those risks or hazards to which members of the general public regularly may be exposed.â€"|1||0.608290017|0.40918356
|||||
D1|Option 2.|1||0.837774038|0.79320157
D1|Add to definitions: â€œFederal agency includes those agencies listed as members of the IWG in Section 3-302 and such agencies as may be designated at a later date.â€|1||0.622199118|0.42628655
D1|"In addition, the phrase ""but are not limited to,â€ should be stricken from Section 3-302."|1||-0.994027734|0.36309546
|||||
D1|Option 3.|1||0.929115951|0.75433534
D1|Add to definitions: Disproportionate or disproportionately affect does not include any safety or health hazard or risk that occurs in workplaces in which the regular exposure of significant numbers of children-to the hazard or risk cannot reasonably be anticipated.|1||-0.998919725|0.9999981
|||||
D1|Option 4.|1||0.921472073|0.8581802
D1|Add to definitions: Disproportionate or disproportionately affect does not include any safety or health hazard or risk that occurs in workplaces in which the regular exposure of children to the hazard or risk cannot reasonably be anticipated.|1||-0.998543262|0.99997044
|||||
D0|There are two leading ideas for an environmental message in the State of the Union Address.|||0.991880596|0.13678177
D0|This memo gives you a short background and status on each.|||-0.506779552|0.9799682
|||||
D0|Protecting Kids|||0.987811267|0.022880437
|||||
D1|Background In August the President directed federal departments to identify ways to provide better information to families about products that pose a special risk to children.|||-0.991611838|4.53E-05
D1|Since that time, EPA has been working on a proposal to fulfill this direction.|1||0.96771872|0.02161795
D1|The proposal on the table has two components: first is an Executive Order that would direct federal departments to consider all information about risks to kids when developing environmental health standards, second is principles for toxics labeling legislation.|1||0.829886317|0.374585
|||||
D1|"The Executive Order, the ""Children's Environmental Health Executive Order"" would require departments, when taking regulatory action, to make a finding either that the action protects children or that there is insufficient information to make such a determination."|1||-0.962857246|0.049419645
D1|"In addition, the draft creates a ""Children's Environmental Health Council"" to oversee the implementation of the Executive Order, to coordinate federal research, and, among other duties, to consult with OIRA on regulatory actions that may affect children's environmental health."|1||0.832414508|0.007109413
|||||
